section_label,token_count,token_bigram_entropy,token_trigram_entropy,next_token_top1_accuracy,next_token_top3_accuracy,line_internal_shuffle_bigram_entropy_mean,bigram_entropy_empirical_p_lower,line_internal_shuffle_top1_mean,line_internal_shuffle_top3_mean,top1_accuracy_empirical_p_higher,top3_accuracy_empirical_p_higher,within_line_transition_entropy,cross_line_transition_entropy,line_boundary_chi_square,suffix_to_next_prefix_conditional_entropy,suffix_to_next_prefix_baseline_entropy_mean,suffix_to_next_prefix_empirical_p_lower,core_to_next_core_conditional_entropy,core_to_next_core_baseline_entropy_mean,core_to_next_core_empirical_p_lower,baseline_iterations,confidence_note
herbal,11034,12.971559190698807,12.92763598811237,0.318895966029724,0.4954352441613588,13.033303063437547,0.000999000999000999,0.32306093418259024,0.49310541401273883,0.994005994005994,0.13386613386613386,12.971559190698807,10.610729320485984,3.4392595170273625,4.034169846913271,4.383529928136639,0.000999000999000999,4.245631699920011,4.29345515323602,0.011988011988011988,1000,standard
recipes_stars,10744,13.010321831876865,13.055038593028167,0.3058065856445414,0.4746026799626052,13.105128060656126,0.000999000999000999,0.31016038225823206,0.47664152903292817,0.998001998001998,0.8591408591408591,13.010321831876865,10.109784394266454,3.673689004072431,3.694779704181295,4.23463959223528,0.000999000999000999,4.486737137072511,4.5383772432657095,0.001998001998001998,1000,standard
biological_balneological,6240,11.925421386041833,12.161053863008465,0.27163015224656517,0.44485703676197547,12.08854818465986,0.000999000999000999,0.26663405124396583,0.4326992202005199,0.017982017982017984,0.000999000999000999,11.925421386041833,9.705921274811905,11.07285392892021,3.377005705415337,3.852821342003083,0.000999000999000999,4.2502611282026175,4.289042773641716,0.03496503496503497,1000,standard
unknown,4855,11.870889794028814,11.799872149754766,0.4212226640159046,0.6187872763419483,11.921608472954208,0.000999000999000999,0.4207944831013916,0.6151538270377734,0.43456543456543456,0.11888111888111888,11.870889794028814,9.696967526234495,0.6158839434144,3.917025843402193,4.241963879546952,0.000999000999000999,3.6299784389648195,3.6293270488360703,0.5164835164835165,1000,standard
pharmaceutical,2338,10.820168972292285,10.734057265432874,0.42723492723492723,0.6356548856548857,10.841142200129974,0.006993006993006993,0.4418269230769231,0.6443466735966736,1.0,0.984015984015984,10.820168972292285,8.68999797141945,0.3054849753649289,3.697825740372534,3.9820598295441356,0.000999000999000999,3.4567020741820196,3.3308308798682833,1.0,1000,standard
cosmological,1543,10.30908558096823,10.127994320976459,0.5523300229182582,0.7639419404125286,10.331089188352424,0.000999000999000999,0.5554285714285715,0.7600993124522536,0.7692307692307693,0.22577422577422576,10.30908558096823,7.86418614465432,0.04289280744523827,3.764469815216239,3.95775648238438,0.000999000999000999,2.6212360208115357,2.6659165230680237,0.17282717282717283,1000,standard
astronomical_zodiac,846,9.238962920423715,8.885696373339453,0.7116968698517299,0.9077429983525536,9.240965586053767,0.3996003996003996,0.7149093904448106,0.9022965403624382,0.7012987012987013,0.22477522477522477,9.238962920423715,7.894817763307991,0.0009306630930522156,3.7112641177149124,3.8480608347094867,0.006993006993006993,1.9285198671826445,1.8593744271803403,0.8591408591408591,1000,standard
