section_label,real_bigram_entropy,section_internal_shuffled_entropy,global_shuffled_entropy,inventory_matched_shuffled_entropy,line_internal_shuffled_entropy,inventory_contribution,ordering_contribution,line_ordering_contribution,ordering_to_inventory_ratio,iterations
herbal,12.971559190698807,13.07055302821815,13.116542127683559,13.07055302821815,13.033446404656098,0.045989099465408856,0.09899383751934288,0.061887213957291465,2.15255003185705,1000
astronomical_zodiac,9.238962920423715,9.243431166819908,9.239224138524893,9.243431166819908,9.24116701053895,-0.0042070282950152915,0.004468246396193365,0.0022040901152351466,-1.0620908828893731,1000
biological_balneological,11.925421386041833,12.13064361332679,12.343378255767847,12.13064361332679,12.087627364620085,0.2127346424410579,0.2052222272849562,0.16220597857825148,0.9646864512996132,1000
cosmological,10.30908558096823,10.338251172051708,10.340825332470244,10.338251172051708,10.3311579741331,0.0025741604185363087,0.02916559108347805,0.022072393164870974,11.330137342435664,1000
pharmaceutical,10.820168972292285,10.868969030113094,10.890103848421532,10.868969030113094,10.84133374837428,0.021134818308437886,0.04880005782080943,0.02116477608199574,2.308988755362351,1000
recipes_stars,13.010321831876865,13.127862372298493,13.146428021885612,13.127862372298493,13.104921519387213,0.018565649587118926,0.11754054042162743,0.09459968751034786,6.331076102135337,1000
unknown,11.870889794028814,11.941554680691217,11.934966218436442,11.941554680691217,11.92165805470983,-0.006588462254775607,0.07066488666240289,0.05076826068101603,-10.725550808336479,1000
