token,folio_id,section_label,visual_category,line_global,line_in_folio,token_index_in_line,line_token_count,line_position,paragraph_initial,raw_line_tag
okody,f71r,unknown,unknown,2032,1,1,37,line_medial,False,"f71r.1,@Cc"
okeeedy,f71r,unknown,unknown,2032,1,2,37,line_medial,False,"f71r.1,@Cc"
oky,f71r,unknown,unknown,2032,1,3,37,line_medial,False,"f71r.1,@Cc"
chy,f71r,unknown,unknown,2032,1,4,37,line_medial,False,"f71r.1,@Cc"
okeodar,f71r,unknown,unknown,2032,1,5,37,line_medial,False,"f71r.1,@Cc"
okeoky,f71r,unknown,unknown,2032,1,6,37,line_medial,False,"f71r.1,@Cc"
oteody,f71r,unknown,unknown,2032,1,7,37,line_medial,False,"f71r.1,@Cc"
oto,f71r,unknown,unknown,2032,1,8,37,line_medial,False,"f71r.1,@Cc"
otol,f71r,unknown,unknown,2032,1,9,37,line_medial,False,"f71r.1,@Cc"
oteeyar,f71r,unknown,unknown,2032,1,10,37,line_medial,False,"f71r.1,@Cc"
yko,f71r,unknown,unknown,2032,1,11,37,line_medial,False,"f71r.1,@Cc"
oar,f71r,unknown,unknown,2032,1,12,37,line_medial,False,"f71r.1,@Cc"
aiin,f71r,unknown,unknown,2032,1,13,37,line_medial,False,"f71r.1,@Cc"
oekeeey,f71r,unknown,unknown,2032,1,14,37,line_medial,False,"f71r.1,@Cc"
okeo,f71r,unknown,unknown,2032,1,15,37,line_medial,False,"f71r.1,@Cc"
keo,f71r,unknown,unknown,2032,1,16,37,line_medial,False,"f71r.1,@Cc"
keody,f71r,unknown,unknown,2032,1,17,37,line_medial,False,"f71r.1,@Cc"
okeodar,f71r,unknown,unknown,2032,1,18,37,line_medial,False,"f71r.1,@Cc"
chy,f71r,unknown,unknown,2032,1,19,37,line_medial,False,"f71r.1,@Cc"
aiin,f71r,unknown,unknown,2032,1,20,37,line_medial,False,"f71r.1,@Cc"
otokeoar,f71r,unknown,unknown,2032,1,21,37,line_medial,False,"f71r.1,@Cc"
or,f71r,unknown,unknown,2032,1,22,37,line_medial,False,"f71r.1,@Cc"
ar,f71r,unknown,unknown,2032,1,23,37,line_medial,False,"f71r.1,@Cc"
al,f71r,unknown,unknown,2032,1,24,37,line_medial,False,"f71r.1,@Cc"
otol,f71r,unknown,unknown,2032,1,25,37,line_medial,False,"f71r.1,@Cc"
al,f71r,unknown,unknown,2032,1,26,37,line_medial,False,"f71r.1,@Cc"
shckhy,f71r,unknown,unknown,2032,1,27,37,line_medial,False,"f71r.1,@Cc"
oteeeodar,f71r,unknown,unknown,2032,1,28,37,line_medial,False,"f71r.1,@Cc"
oteody,f71r,unknown,unknown,2032,1,29,37,line_medial,False,"f71r.1,@Cc"
otol,f71r,unknown,unknown,2032,1,30,37,line_medial,False,"f71r.1,@Cc"
aiin,f71r,unknown,unknown,2032,1,31,37,line_medial,False,"f71r.1,@Cc"
shoekey,f71r,unknown,unknown,2032,1,32,37,line_medial,False,"f71r.1,@Cc"
solalald,f71r,unknown,unknown,2032,1,33,37,line_medial,False,"f71r.1,@Cc"
cheeokeeo,f71r,unknown,unknown,2032,1,34,37,line_medial,False,"f71r.1,@Cc"
oe,f71r,unknown,unknown,2032,1,35,37,line_medial,False,"f71r.1,@Cc"
choly,f71r,unknown,unknown,2032,1,36,37,line_final,False,"f71r.1,@Cc"
oteos,f71r,unknown,unknown,2033,2,0,2,line_initial,False,"f71r.2,@Lz"
arar,f71r,unknown,unknown,2033,2,1,2,line_final,False,"f71r.2,@Lz"
okldam,f71r,unknown,unknown,2034,3,0,1,line_initial_final,False,"f71r.3,&Lz"
oteoaldy,f71r,unknown,unknown,2035,4,0,1,line_initial_final,False,"f71r.4,&Lz"
oteolar,f71r,unknown,unknown,2036,5,0,1,line_initial_final,False,"f71r.5,&Lz"
okeoaly,f71r,unknown,unknown,2037,6,0,1,line_initial_final,False,"f71r.6,&Lz"
otaleky,f71r,unknown,unknown,2038,7,0,1,line_initial_final,False,"f71r.7,&Lz"
otalsar,f71r,unknown,unknown,2039,8,0,1,line_initial_final,False,"f71r.8,&Lz"
cheary,f71r,unknown,unknown,2040,9,0,1,line_initial_final,False,"f71r.9,&Lz"
oteotey,f71r,unknown,unknown,2041,10,0,2,line_initial,False,"f71r.10,&Lz"
rary,f71r,unknown,unknown,2041,10,1,2,line_final,False,"f71r.10,&Lz"
otalaly,f71r,unknown,unknown,2042,11,0,1,line_initial_final,False,"f71r.11,&Lz"
oteody,f71r,unknown,unknown,2043,12,0,23,line_initial,False,"f71r.12,@Cc"
oteos,f71r,unknown,unknown,2043,12,1,23,line_medial,False,"f71r.12,@Cc"
oteeschey,f71r,unknown,unknown,2043,12,2,23,line_medial,False,"f71r.12,@Cc"
lsheotey,f71r,unknown,unknown,2043,12,3,23,line_medial,False,"f71r.12,@Cc"
okalody,f71r,unknown,unknown,2043,12,4,23,line_medial,False,"f71r.12,@Cc"
shs,f71r,unknown,unknown,2043,12,5,23,line_medial,False,"f71r.12,@Cc"
shey,f71r,unknown,unknown,2043,12,6,23,line_medial,False,"f71r.12,@Cc"
oteey,f71r,unknown,unknown,2043,12,7,23,line_medial,False,"f71r.12,@Cc"
otechar,f71r,unknown,unknown,2043,12,8,23,line_medial,False,"f71r.12,@Cc"
chek,f71r,unknown,unknown,2043,12,9,23,line_medial,False,"f71r.12,@Cc"
okody,f71r,unknown,unknown,2043,12,10,23,line_medial,False,"f71r.12,@Cc"
eeedy,f71r,unknown,unknown,2043,12,11,23,line_medial,False,"f71r.12,@Cc"
oteodal,f71r,unknown,unknown,2043,12,12,23,line_medial,False,"f71r.12,@Cc"
eeokol,f71r,unknown,unknown,2043,12,13,23,line_medial,False,"f71r.12,@Cc"
lkchol,f71r,unknown,unknown,2043,12,14,23,line_medial,False,"f71r.12,@Cc"
daiin,f71r,unknown,unknown,2043,12,15,23,line_medial,False,"f71r.12,@Cc"
okeeees,f71r,unknown,unknown,2043,12,16,23,line_medial,False,"f71r.12,@Cc"
ykees,f71r,unknown,unknown,2043,12,17,23,line_medial,False,"f71r.12,@Cc"
al,f71r,unknown,unknown,2043,12,18,23,line_medial,False,"f71r.12,@Cc"
ok,f71r,unknown,unknown,2043,12,19,23,line_medial,False,"f71r.12,@Cc"
otey,f71r,unknown,unknown,2043,12,20,23,line_medial,False,"f71r.12,@Cc"
oteo,f71r,unknown,unknown,2043,12,21,23,line_medial,False,"f71r.12,@Cc"
shaly,f71r,unknown,unknown,2043,12,22,23,line_final,False,"f71r.12,@Cc"
otolchdy,f71r,unknown,unknown,2044,13,0,1,line_initial_final,False,"f71r.13,@Lz"
otoloaram,f71r,unknown,unknown,2045,14,0,1,line_initial_final,False,"f71r.14,&Lz"
oteeol,f71r,unknown,unknown,2046,15,0,1,line_initial_final,False,"f71r.15,&Lz"
otolchd,f71r,unknown,unknown,2047,16,0,1,line_initial_final,False,"f71r.16,&Lz"
otaldar,f71r,unknown,unknown,2048,17,0,1,line_initial_final,False,"f71r.17,&Lz"
oteeol,f71r,unknown,unknown,2049,18,0,10,line_initial,False,"f71r.18,@Cc"
otal,f71r,unknown,unknown,2049,18,1,10,line_medial,False,"f71r.18,@Cc"
chs,f71r,unknown,unknown,2049,18,2,10,line_medial,False,"f71r.18,@Cc"
char,f71r,unknown,unknown,2049,18,3,10,line_medial,False,"f71r.18,@Cc"
cheky,f71r,unknown,unknown,2049,18,4,10,line_medial,False,"f71r.18,@Cc"
chotshy,f71r,unknown,unknown,2049,18,5,10,line_medial,False,"f71r.18,@Cc"
okeeody,f71r,unknown,unknown,2049,18,6,10,line_medial,False,"f71r.18,@Cc"
oteey,f71r,unknown,unknown,2049,18,7,10,line_medial,False,"f71r.18,@Cc"
chekea,f71r,unknown,unknown,2049,18,8,10,line_medial,False,"f71r.18,@Cc"
okeol,f71r,unknown,unknown,2049,18,9,10,line_final,False,"f71r.18,@Cc"
osheo,f71v,unknown,unknown,2050,1,0,37,line_initial,False,"f71v.1,@Cc"
parar,f71v,unknown,unknown,2050,1,1,37,line_medial,False,"f71v.1,@Cc"
oteeodaiin,f71v,unknown,unknown,2050,1,2,37,line_medial,False,"f71v.1,@Cc"
she,f71v,unknown,unknown,2050,1,3,37,line_medial,False,"f71v.1,@Cc"
ateey,f71v,unknown,unknown,2050,1,4,37,line_medial,False,"f71v.1,@Cc"
daiin,f71v,unknown,unknown,2050,1,5,37,line_medial,False,"f71v.1,@Cc"
oteokeey,f71v,unknown,unknown,2050,1,6,37,line_medial,False,"f71v.1,@Cc"
dal,f71v,unknown,unknown,2050,1,7,37,line_medial,False,"f71v.1,@Cc"
al,f71v,unknown,unknown,2050,1,8,37,line_medial,False,"f71v.1,@Cc"
oteey,f71v,unknown,unknown,2050,1,9,37,line_medial,False,"f71v.1,@Cc"
teey,f71v,unknown,unknown,2050,1,10,37,line_medial,False,"f71v.1,@Cc"
dy,f71v,unknown,unknown,2050,1,11,37,line_medial,False,"f71v.1,@Cc"
otchy,f71v,unknown,unknown,2050,1,12,37,line_medial,False,"f71v.1,@Cc"
keey,f71v,unknown,unknown,2050,1,13,37,line_medial,False,"f71v.1,@Cc"
sheeo,f71v,unknown,unknown,2050,1,14,37,line_medial,False,"f71v.1,@Cc"
ochey,f71v,unknown,unknown,2050,1,15,37,line_medial,False,"f71v.1,@Cc"
chey,f71v,unknown,unknown,2050,1,16,37,line_medial,False,"f71v.1,@Cc"
otcheodal,f71v,unknown,unknown,2050,1,17,37,line_medial,False,"f71v.1,@Cc"
sheealody,f71v,unknown,unknown,2050,1,18,37,line_medial,False,"f71v.1,@Cc"
cheol,f71v,unknown,unknown,2050,1,19,37,line_medial,False,"f71v.1,@Cc"
otar,f71v,unknown,unknown,2050,1,20,37,line_medial,False,"f71v.1,@Cc"
okam,f71v,unknown,unknown,2050,1,21,37,line_medial,False,"f71v.1,@Cc"
oteodar,f71v,unknown,unknown,2050,1,22,37,line_medial,False,"f71v.1,@Cc"
chpchy,f71v,unknown,unknown,2050,1,23,37,line_medial,False,"f71v.1,@Cc"
ar,f71v,unknown,unknown,2050,1,24,37,line_medial,False,"f71v.1,@Cc"
al,f71v,unknown,unknown,2050,1,25,37,line_medial,False,"f71v.1,@Cc"
aiin,f71v,unknown,unknown,2050,1,26,37,line_medial,False,"f71v.1,@Cc"
oteoshar,f71v,unknown,unknown,2050,1,27,37,line_medial,False,"f71v.1,@Cc"
okeodaly,f71v,unknown,unknown,2050,1,28,37,line_medial,False,"f71v.1,@Cc"
oteey,f71v,unknown,unknown,2050,1,29,37,line_medial,False,"f71v.1,@Cc"
teeey,f71v,unknown,unknown,2050,1,30,37,line_medial,False,"f71v.1,@Cc"
oteey,f71v,unknown,unknown,2050,1,31,37,line_medial,False,"f71v.1,@Cc"
keor,f71v,unknown,unknown,2050,1,32,37,line_medial,False,"f71v.1,@Cc"
or,f71v,unknown,unknown,2050,1,33,37,line_medial,False,"f71v.1,@Cc"
arol,f71v,unknown,unknown,2050,1,34,37,line_medial,False,"f71v.1,@Cc"
cheols,f71v,unknown,unknown,2050,1,35,37,line_medial,False,"f71v.1,@Cc"
okaikaly,f71v,unknown,unknown,2050,1,36,37,line_final,False,"f71v.1,@Cc"
char,f71v,unknown,unknown,2051,2,0,2,line_initial,False,"f71v.2,@Lz"
arom,f71v,unknown,unknown,2051,2,1,2,line_final,False,"f71v.2,@Lz"
chfaly,f71v,unknown,unknown,2052,3,0,1,line_initial_final,False,"f71v.3,&Lz"
okolar,f71v,unknown,unknown,2053,4,0,1,line_initial_final,False,"f71v.4,&Lz"
otchody,f71v,unknown,unknown,2054,5,0,1,line_initial_final,False,"f71v.5,&Lz"
alcphy,f71v,unknown,unknown,2055,6,0,1,line_initial_final,False,"f71v.6,&Lz"
otaiin,f71v,unknown,unknown,2056,7,0,1,line_initial_final,False,"f71v.7,&Lz"
okaraiin,f71v,unknown,unknown,2057,8,0,1,line_initial_final,False,"f71v.8,&Lz"
otar,f71v,unknown,unknown,2058,9,0,3,line_initial,False,"f71v.9,&Lz"
ar,f71v,unknown,unknown,2058,9,1,3,line_medial,False,"f71v.9,&Lz"
aly,f71v,unknown,unknown,2058,9,2,3,line_final,False,"f71v.9,&Lz"
opalar,f71v,unknown,unknown,2059,10,0,3,line_initial,False,"f71v.10,&Lz"
am,f71v,unknown,unknown,2059,10,1,3,line_medial,False,"f71v.10,&Lz"
dan,f71v,unknown,unknown,2059,10,2,3,line_final,False,"f71v.10,&Lz"
opalor,f71v,unknown,unknown,2060,11,0,2,line_initial,False,"f71v.11,&Lz"
ar,f71v,unknown,unknown,2060,11,1,2,line_final,False,"f71v.11,&Lz"
chal,f71v,unknown,unknown,2061,12,0,30,line_initial,False,"f71v.12,@Cc"
oteeos,f71v,unknown,unknown,2061,12,1,30,line_medial,False,"f71v.12,@Cc"
al,f71v,unknown,unknown,2061,12,2,30,line_medial,False,"f71v.12,@Cc"
sheky,f71v,unknown,unknown,2061,12,3,30,line_medial,False,"f71v.12,@Cc"
okalar,f71v,unknown,unknown,2061,12,4,30,line_medial,False,"f71v.12,@Cc"
ar,f71v,unknown,unknown,2061,12,5,30,line_medial,False,"f71v.12,@Cc"
okeo,f71v,unknown,unknown,2061,12,6,30,line_medial,False,"f71v.12,@Cc"
dar,f71v,unknown,unknown,2061,12,7,30,line_medial,False,"f71v.12,@Cc"
oty,f71v,unknown,unknown,2061,12,8,30,line_medial,False,"f71v.12,@Cc"
oto,f71v,unknown,unknown,2061,12,9,30,line_medial,False,"f71v.12,@Cc"
kaiin,f71v,unknown,unknown,2061,12,10,30,line_medial,False,"f71v.12,@Cc"
chey,f71v,unknown,unknown,2061,12,11,30,line_medial,False,"f71v.12,@Cc"
tal,f71v,unknown,unknown,2061,12,12,30,line_medial,False,"f71v.12,@Cc"
otchr,f71v,unknown,unknown,2061,12,13,30,line_medial,False,"f71v.12,@Cc"
chtos,f71v,unknown,unknown,2061,12,14,30,line_medial,False,"f71v.12,@Cc"
cheor,f71v,unknown,unknown,2061,12,15,30,line_medial,False,"f71v.12,@Cc"
shepchol,f71v,unknown,unknown,2061,12,16,30,line_medial,False,"f71v.12,@Cc"
otor,f71v,unknown,unknown,2061,12,17,30,line_medial,False,"f71v.12,@Cc"
sheo,f71v,unknown,unknown,2061,12,18,30,line_medial,False,"f71v.12,@Cc"
shopcho,f71v,unknown,unknown,2061,12,19,30,line_medial,False,"f71v.12,@Cc"
ar,f71v,unknown,unknown,2061,12,20,30,line_medial,False,"f71v.12,@Cc"
aly,f71v,unknown,unknown,2061,12,21,30,line_medial,False,"f71v.12,@Cc"
okeo,f71v,unknown,unknown,2061,12,22,30,line_medial,False,"f71v.12,@Cc"
cheey,f71v,unknown,unknown,2061,12,23,30,line_medial,False,"f71v.12,@Cc"
otal,f71v,unknown,unknown,2061,12,24,30,line_medial,False,"f71v.12,@Cc"
al,f71v,unknown,unknown,2061,12,25,30,line_medial,False,"f71v.12,@Cc"
shldy,f71v,unknown,unknown,2061,12,26,30,line_medial,False,"f71v.12,@Cc"
otaly,f71v,unknown,unknown,2061,12,27,30,line_medial,False,"f71v.12,@Cc"
okol,f71v,unknown,unknown,2061,12,28,30,line_medial,False,"f71v.12,@Cc"
sheeor,f71v,unknown,unknown,2061,12,29,30,line_final,False,"f71v.12,@Cc"
ofa,f71v,unknown,unknown,2062,13,0,2,line_initial,False,"f71v.13,@Lz"
om,f71v,unknown,unknown,2062,13,1,2,line_final,False,"f71v.13,@Lz"
otalody,f71v,unknown,unknown,2063,14,0,1,line_initial_final,False,"f71v.14,&Lz"
otalaiin,f71v,unknown,unknown,2064,15,0,1,line_initial_final,False,"f71v.15,&Lz"
otar,f71v,unknown,unknown,2065,16,0,2,line_initial,False,"f71v.16,&Lz"
sh,f71v,unknown,unknown,2065,16,1,2,line_final,False,"f71v.16,&Lz"
sholshdy,f71v,unknown,unknown,2066,17,0,1,line_initial_final,False,"f71v.17,&Lz"
okeey,f71v,unknown,unknown,2067,18,0,11,line_initial,False,"f71v.18,@Cc"
okeosar,f71v,unknown,unknown,2067,18,1,11,line_medial,False,"f71v.18,@Cc"
otaiin,f71v,unknown,unknown,2067,18,2,11,line_medial,False,"f71v.18,@Cc"
chkeeal,f71v,unknown,unknown,2067,18,3,11,line_medial,False,"f71v.18,@Cc"
okal,f71v,unknown,unknown,2067,18,4,11,line_medial,False,"f71v.18,@Cc"
cheekaiin,f71v,unknown,unknown,2067,18,5,11,line_medial,False,"f71v.18,@Cc"
okaiin,f71v,unknown,unknown,2067,18,6,11,line_medial,False,"f71v.18,@Cc"
okchor,f71v,unknown,unknown,2067,18,7,11,line_medial,False,"f71v.18,@Cc"
dar,f71v,unknown,unknown,2067,18,8,11,line_medial,False,"f71v.18,@Cc"
oteey,f71v,unknown,unknown,2067,18,9,11,line_medial,False,"f71v.18,@Cc"
kal,f71v,unknown,unknown,2067,18,10,11,line_final,False,"f71v.18,@Cc"
oteeo,f72r1,unknown,unknown,2068,1,0,43,line_initial,False,"f72r1.1,@Cc"
cthey,f72r1,unknown,unknown,2068,1,1,43,line_medial,False,"f72r1.1,@Cc"
chlol,f72r1,unknown,unknown,2068,1,2,43,line_medial,False,"f72r1.1,@Cc"
cheol,f72r1,unknown,unknown,2068,1,3,43,line_medial,False,"f72r1.1,@Cc"
olcheor,f72r1,unknown,unknown,2068,1,4,43,line_medial,False,"f72r1.1,@Cc"
al,f72r1,unknown,unknown,2068,1,5,43,line_medial,False,"f72r1.1,@Cc"
oteey,f72r1,unknown,unknown,2068,1,6,43,line_medial,False,"f72r1.1,@Cc"
chedal,f72r1,unknown,unknown,2068,1,7,43,line_medial,False,"f72r1.1,@Cc"
oteedy,f72r1,unknown,unknown,2068,1,8,43,line_medial,False,"f72r1.1,@Cc"
okeodaly,f72r1,unknown,unknown,2068,1,9,43,line_medial,False,"f72r1.1,@Cc"
chol,f72r1,unknown,unknown,2068,1,10,43,line_medial,False,"f72r1.1,@Cc"
chokeol,f72r1,unknown,unknown,2068,1,11,43,line_medial,False,"f72r1.1,@Cc"
cheo,f72r1,unknown,unknown,2068,1,12,43,line_medial,False,"f72r1.1,@Cc"
ky,f72r1,unknown,unknown,2068,1,13,43,line_medial,False,"f72r1.1,@Cc"
okaiir,f72r1,unknown,unknown,2068,1,14,43,line_medial,False,"f72r1.1,@Cc"
okeedy,f72r1,unknown,unknown,2068,1,15,43,line_medial,False,"f72r1.1,@Cc"
sheoltey,f72r1,unknown,unknown,2068,1,16,43,line_medial,False,"f72r1.1,@Cc"
cheor,f72r1,unknown,unknown,2068,1,17,43,line_medial,False,"f72r1.1,@Cc"
aiin,f72r1,unknown,unknown,2068,1,18,43,line_medial,False,"f72r1.1,@Cc"
ydal,f72r1,unknown,unknown,2068,1,19,43,line_medial,False,"f72r1.1,@Cc"
okochey,f72r1,unknown,unknown,2068,1,20,43,line_medial,False,"f72r1.1,@Cc"
sho,f72r1,unknown,unknown,2068,1,21,43,line_medial,False,"f72r1.1,@Cc"
okalshey,f72r1,unknown,unknown,2068,1,22,43,line_medial,False,"f72r1.1,@Cc"
shol,f72r1,unknown,unknown,2068,1,23,43,line_medial,False,"f72r1.1,@Cc"
chalaiin,f72r1,unknown,unknown,2068,1,24,43,line_medial,False,"f72r1.1,@Cc"
chekeol,f72r1,unknown,unknown,2068,1,25,43,line_medial,False,"f72r1.1,@Cc"
kol,f72r1,unknown,unknown,2068,1,26,43,line_medial,False,"f72r1.1,@Cc"
otos,f72r1,unknown,unknown,2068,1,27,43,line_medial,False,"f72r1.1,@Cc"
ar,f72r1,unknown,unknown,2068,1,28,43,line_medial,False,"f72r1.1,@Cc"
aiin,f72r1,unknown,unknown,2068,1,29,43,line_medial,False,"f72r1.1,@Cc"
otam,f72r1,unknown,unknown,2068,1,30,43,line_medial,False,"f72r1.1,@Cc"
otam,f72r1,unknown,unknown,2068,1,31,43,line_medial,False,"f72r1.1,@Cc"
chotam,f72r1,unknown,unknown,2068,1,32,43,line_medial,False,"f72r1.1,@Cc"
sal,f72r1,unknown,unknown,2068,1,33,43,line_medial,False,"f72r1.1,@Cc"
okeo,f72r1,unknown,unknown,2068,1,34,43,line_medial,False,"f72r1.1,@Cc"
dar,f72r1,unknown,unknown,2068,1,35,43,line_medial,False,"f72r1.1,@Cc"
ar,f72r1,unknown,unknown,2068,1,36,43,line_medial,False,"f72r1.1,@Cc"
al,f72r1,unknown,unknown,2068,1,37,43,line_medial,False,"f72r1.1,@Cc"
dar,f72r1,unknown,unknown,2068,1,38,43,line_medial,False,"f72r1.1,@Cc"
okeeas,f72r1,unknown,unknown,2068,1,39,43,line_medial,False,"f72r1.1,@Cc"
aiin,f72r1,unknown,unknown,2068,1,40,43,line_medial,False,"f72r1.1,@Cc"
oteey,f72r1,unknown,unknown,2068,1,41,43,line_medial,False,"f72r1.1,@Cc"
okaiin,f72r1,unknown,unknown,2068,1,42,43,line_final,False,"f72r1.1,@Cc"
oshod,f72r1,unknown,unknown,2069,2,0,2,line_initial,False,"f72r1.2,@Lz"
dy,f72r1,unknown,unknown,2069,2,1,2,line_final,False,"f72r1.2,@Lz"
chdaiirdainy,f72r1,unknown,unknown,2070,3,0,1,line_initial_final,False,"f72r1.3,&Lz"
oaiin,f72r1,unknown,unknown,2071,4,0,3,line_initial,False,"f72r1.4,&Lz"
ar,f72r1,unknown,unknown,2071,4,1,3,line_medial,False,"f72r1.4,&Lz"
ary,f72r1,unknown,unknown,2071,4,2,3,line_final,False,"f72r1.4,&Lz"
okalam,f72r1,unknown,unknown,2072,5,0,1,line_initial_final,False,"f72r1.5,&Lz"
ytalshdy,f72r1,unknown,unknown,2073,6,0,1,line_initial_final,False,"f72r1.6,&Lz"
char,f72r1,unknown,unknown,2074,7,0,2,line_initial,False,"f72r1.7,&Lz"
alif,f72r1,unknown,unknown,2074,7,1,2,line_final,False,"f72r1.7,&Lz"
otaraldy,f72r1,unknown,unknown,2075,8,0,1,line_initial_final,False,"f72r1.8,&Lz"
otaiin,f72r1,unknown,unknown,2076,9,0,2,line_initial,False,"f72r1.9,&Lz"
otain,f72r1,unknown,unknown,2076,9,1,2,line_final,False,"f72r1.9,&Lz"
otalef,f72r1,unknown,unknown,2077,10,0,3,line_initial,False,"f72r1.10,&Lz"
ys,f72r1,unknown,unknown,2077,10,1,3,line_medial,False,"f72r1.10,&Lz"
ainam,f72r1,unknown,unknown,2077,10,2,3,line_final,False,"f72r1.10,&Lz"
ochol,f72r1,unknown,unknown,2078,11,0,2,line_initial,False,"f72r1.11,&Lz"
sharam,f72r1,unknown,unknown,2078,11,1,2,line_final,False,"f72r1.11,&Lz"
oteodar,f72r1,unknown,unknown,2079,12,0,26,line_initial,False,"f72r1.12,@Cc"
ytey,f72r1,unknown,unknown,2079,12,1,26,line_medial,False,"f72r1.12,@Cc"
otey,f72r1,unknown,unknown,2079,12,2,26,line_medial,False,"f72r1.12,@Cc"
shetey,f72r1,unknown,unknown,2079,12,3,26,line_medial,False,"f72r1.12,@Cc"
chokshor,f72r1,unknown,unknown,2079,12,4,26,line_medial,False,"f72r1.12,@Cc"
okalal,f72r1,unknown,unknown,2079,12,5,26,line_medial,False,"f72r1.12,@Cc"
otaiin,f72r1,unknown,unknown,2079,12,6,26,line_medial,False,"f72r1.12,@Cc"
sheolaiin,f72r1,unknown,unknown,2079,12,7,26,line_medial,False,"f72r1.12,@Cc"
otaiin,f72r1,unknown,unknown,2079,12,8,26,line_medial,False,"f72r1.12,@Cc"
chetey,f72r1,unknown,unknown,2079,12,9,26,line_medial,False,"f72r1.12,@Cc"
cheolor,f72r1,unknown,unknown,2079,12,10,26,line_medial,False,"f72r1.12,@Cc"
oteo,f72r1,unknown,unknown,2079,12,11,26,line_medial,False,"f72r1.12,@Cc"
teeody,f72r1,unknown,unknown,2079,12,12,26,line_medial,False,"f72r1.12,@Cc"
otar,f72r1,unknown,unknown,2079,12,13,26,line_medial,False,"f72r1.12,@Cc"
chokaiin,f72r1,unknown,unknown,2079,12,14,26,line_medial,False,"f72r1.12,@Cc"
okaiin,f72r1,unknown,unknown,2079,12,15,26,line_medial,False,"f72r1.12,@Cc"
al,f72r1,unknown,unknown,2079,12,16,26,line_medial,False,"f72r1.12,@Cc"
alo,f72r1,unknown,unknown,2079,12,17,26,line_medial,False,"f72r1.12,@Cc"
cheedy,f72r1,unknown,unknown,2079,12,18,26,line_medial,False,"f72r1.12,@Cc"
otear,f72r1,unknown,unknown,2079,12,19,26,line_medial,False,"f72r1.12,@Cc"
ar,f72r1,unknown,unknown,2079,12,20,26,line_medial,False,"f72r1.12,@Cc"
cheky,f72r1,unknown,unknown,2079,12,21,26,line_medial,False,"f72r1.12,@Cc"
chokal,f72r1,unknown,unknown,2079,12,22,26,line_medial,False,"f72r1.12,@Cc"
otar,f72r1,unknown,unknown,2079,12,23,26,line_medial,False,"f72r1.12,@Cc"
al,f72r1,unknown,unknown,2079,12,24,26,line_medial,False,"f72r1.12,@Cc"
qokar,f72r1,unknown,unknown,2079,12,25,26,line_final,False,"f72r1.12,@Cc"
ofaralar,f72r1,unknown,unknown,2080,13,0,1,line_initial_final,False,"f72r1.13,@Lz"
otchoshy,f72r1,unknown,unknown,2081,14,0,1,line_initial_final,False,"f72r1.14,&Lz"
otchdal,f72r1,unknown,unknown,2082,15,0,1,line_initial_final,False,"f72r1.15,&Lz"
okeey,f72r1,unknown,unknown,2083,16,0,2,line_initial,False,"f72r1.16,&Lz"
ary,f72r1,unknown,unknown,2083,16,1,2,line_final,False,"f72r1.16,&Lz"
otainy,f72r1,unknown,unknown,2084,17,0,1,line_initial_final,False,"f72r1.17,&Lz"
okeeols,f72r1,unknown,unknown,2085,18,0,12,line_initial,False,"f72r1.18,@Cc"
aroly,f72r1,unknown,unknown,2085,18,1,12,line_medial,False,"f72r1.18,@Cc"
okees,f72r1,unknown,unknown,2085,18,2,12,line_medial,False,"f72r1.18,@Cc"
alaiin,f72r1,unknown,unknown,2085,18,3,12,line_medial,False,"f72r1.18,@Cc"
okeor,f72r1,unknown,unknown,2085,18,4,12,line_medial,False,"f72r1.18,@Cc"
chol,f72r1,unknown,unknown,2085,18,5,12,line_medial,False,"f72r1.18,@Cc"
oteos,f72r1,unknown,unknown,2085,18,6,12,line_medial,False,"f72r1.18,@Cc"
aiin,f72r1,unknown,unknown,2085,18,7,12,line_medial,False,"f72r1.18,@Cc"
chal,f72r1,unknown,unknown,2085,18,8,12,line_medial,False,"f72r1.18,@Cc"
otaiin,f72r1,unknown,unknown,2085,18,9,12,line_medial,False,"f72r1.18,@Cc"
tchor,f72r1,unknown,unknown,2085,18,10,12,line_medial,False,"f72r1.18,@Cc"
chckhy,f72r1,unknown,unknown,2085,18,11,12,line_final,False,"f72r1.18,@Cc"
ofchdamy,f72r2,unknown,unknown,2086,1,0,1,line_initial_final,False,"f72r2.1,@Lz"
oklairdy,f72r2,unknown,unknown,2087,2,0,1,line_initial_final,False,"f72r2.2,&Lz"
okaram,f72r2,unknown,unknown,2088,3,0,1,line_initial_final,False,"f72r2.3,&Lz"
okairy,f72r2,unknown,unknown,2089,4,0,1,line_initial_final,False,"f72r2.4,&Lz"
okealar,f72r2,unknown,unknown,2090,5,0,1,line_initial_final,False,"f72r2.5,&Lz"
oteos,f72r2,unknown,unknown,2091,6,0,35,line_initial,False,"f72r2.6,@Cc"
aiin,f72r2,unknown,unknown,2091,6,1,35,line_medial,False,"f72r2.6,@Cc"
okeo,f72r2,unknown,unknown,2091,6,2,35,line_medial,False,"f72r2.6,@Cc"
daiin,f72r2,unknown,unknown,2091,6,3,35,line_medial,False,"f72r2.6,@Cc"
okeey,f72r2,unknown,unknown,2091,6,4,35,line_medial,False,"f72r2.6,@Cc"
cheo,f72r2,unknown,unknown,2091,6,5,35,line_medial,False,"f72r2.6,@Cc"
