token,folio_id,section_label,visual_category,line_global,line_in_folio,token_index_in_line,line_token_count,line_position,paragraph_initial,raw_line_tag
chdy,f86v3,cosmological,cosmological,3552,24,5,9,line_medial,False,"f86v3.24,+Pb"
otar,f86v3,cosmological,cosmological,3552,24,6,9,line_medial,False,"f86v3.24,+Pb"
otaiin,f86v3,cosmological,cosmological,3552,24,7,9,line_medial,False,"f86v3.24,+Pb"
ykaiin,f86v3,cosmological,cosmological,3552,24,8,9,line_final,False,"f86v3.24,+Pb"
qodaiin,f86v3,cosmological,cosmological,3553,25,0,10,line_initial,False,"f86v3.25,+Pb"
ochedy,f86v3,cosmological,cosmological,3553,25,1,10,line_medial,False,"f86v3.25,+Pb"
qotchey,f86v3,cosmological,cosmological,3553,25,2,10,line_medial,False,"f86v3.25,+Pb"
qoky,f86v3,cosmological,cosmological,3553,25,3,10,line_medial,False,"f86v3.25,+Pb"
daiin,f86v3,cosmological,cosmological,3553,25,4,10,line_medial,False,"f86v3.25,+Pb"
chdy,f86v3,cosmological,cosmological,3553,25,5,10,line_medial,False,"f86v3.25,+Pb"
oteedy,f86v3,cosmological,cosmological,3553,25,6,10,line_medial,False,"f86v3.25,+Pb"
qoty,f86v3,cosmological,cosmological,3553,25,7,10,line_medial,False,"f86v3.25,+Pb"
daiin,f86v3,cosmological,cosmological,3553,25,8,10,line_medial,False,"f86v3.25,+Pb"
am,f86v3,cosmological,cosmological,3553,25,9,10,line_final,False,"f86v3.25,+Pb"
shor,f86v3,cosmological,cosmological,3554,26,0,9,line_initial,False,"f86v3.26,+Pb"
yteey,f86v3,cosmological,cosmological,3554,26,1,9,line_medial,False,"f86v3.26,+Pb"
oteedy,f86v3,cosmological,cosmological,3554,26,2,9,line_medial,False,"f86v3.26,+Pb"
shedaiin,f86v3,cosmological,cosmological,3554,26,3,9,line_medial,False,"f86v3.26,+Pb"
sheey,f86v3,cosmological,cosmological,3554,26,4,9,line_medial,False,"f86v3.26,+Pb"
otaiin,f86v3,cosmological,cosmological,3554,26,5,9,line_medial,False,"f86v3.26,+Pb"
ytaiin,f86v3,cosmological,cosmological,3554,26,6,9,line_medial,False,"f86v3.26,+Pb"
otodar,f86v3,cosmological,cosmological,3554,26,7,9,line_medial,False,"f86v3.26,+Pb"
aiin,f86v3,cosmological,cosmological,3554,26,8,9,line_final,False,"f86v3.26,+Pb"
teeos,f86v3,cosmological,cosmological,3555,27,0,8,line_initial,False,"f86v3.27,+Pb"
aiin,f86v3,cosmological,cosmological,3555,27,1,8,line_medial,False,"f86v3.27,+Pb"
yteey,f86v3,cosmological,cosmological,3555,27,2,8,line_medial,False,"f86v3.27,+Pb"
qoteey,f86v3,cosmological,cosmological,3555,27,3,8,line_medial,False,"f86v3.27,+Pb"
otchey,f86v3,cosmological,cosmological,3555,27,4,8,line_medial,False,"f86v3.27,+Pb"
qoteeody,f86v3,cosmological,cosmological,3555,27,5,8,line_medial,False,"f86v3.27,+Pb"
cheeor,f86v3,cosmological,cosmological,3555,27,6,8,line_medial,False,"f86v3.27,+Pb"
cheedaiin,f86v3,cosmological,cosmological,3555,27,7,8,line_final,False,"f86v3.27,+Pb"
ycheeody,f86v3,cosmological,cosmological,3556,28,0,6,line_initial,False,"f86v3.28,+Pb"
daii,f86v3,cosmological,cosmological,3556,28,1,6,line_medial,False,"f86v3.28,+Pb"
oteey,f86v3,cosmological,cosmological,3556,28,2,6,line_medial,False,"f86v3.28,+Pb"
qoedy,f86v3,cosmological,cosmological,3556,28,3,6,line_medial,False,"f86v3.28,+Pb"
oteey,f86v3,cosmological,cosmological,3556,28,4,6,line_medial,False,"f86v3.28,+Pb"
olteey,f86v3,cosmological,cosmological,3556,28,5,6,line_final,False,"f86v3.28,+Pb"
toeeedchy,f86v3,cosmological,cosmological,3557,29,0,5,line_initial,True,"f86v3.29,@Pb"
okchey,f86v3,cosmological,cosmological,3557,29,1,5,line_medial,False,"f86v3.29,@Pb"
qokchedy,f86v3,cosmological,cosmological,3557,29,2,5,line_medial,False,"f86v3.29,@Pb"
shedy,f86v3,cosmological,cosmological,3557,29,3,5,line_medial,False,"f86v3.29,@Pb"
ytcheodar,f86v3,cosmological,cosmological,3557,29,4,5,line_final,False,"f86v3.29,@Pb"
ytchey,f86v3,cosmological,cosmological,3558,30,0,7,line_initial,False,"f86v3.30,+Pb"
yteey,f86v3,cosmological,cosmological,3558,30,1,7,line_medial,False,"f86v3.30,+Pb"
chdal,f86v3,cosmological,cosmological,3558,30,2,7,line_medial,False,"f86v3.30,+Pb"
or,f86v3,cosmological,cosmological,3558,30,3,7,line_medial,False,"f86v3.30,+Pb"
cheey,f86v3,cosmological,cosmological,3558,30,4,7,line_medial,False,"f86v3.30,+Pb"
daiin,f86v3,cosmological,cosmological,3558,30,5,7,line_medial,False,"f86v3.30,+Pb"
cheokaii,f86v3,cosmological,cosmological,3558,30,6,7,line_final,False,"f86v3.30,+Pb"
tchedy,f86v3,cosmological,cosmological,3559,31,0,7,line_initial,False,"f86v3.31,+Pb"
chy,f86v3,cosmological,cosmological,3559,31,1,7,line_medial,False,"f86v3.31,+Pb"
tchey,f86v3,cosmological,cosmological,3559,31,2,7,line_medial,False,"f86v3.31,+Pb"
otchedy,f86v3,cosmological,cosmological,3559,31,3,7,line_medial,False,"f86v3.31,+Pb"
qokal,f86v3,cosmological,cosmological,3559,31,4,7,line_medial,False,"f86v3.31,+Pb"
oeedy,f86v3,cosmological,cosmological,3559,31,5,7,line_medial,False,"f86v3.31,+Pb"
lkam,f86v3,cosmological,cosmological,3559,31,6,7,line_final,False,"f86v3.31,+Pb"
oees,f86v3,cosmological,cosmological,3560,32,0,6,line_initial,False,"f86v3.32,+Pb"
aiiin,f86v3,cosmological,cosmological,3560,32,1,6,line_medial,False,"f86v3.32,+Pb"
yteeedy,f86v3,cosmological,cosmological,3560,32,2,6,line_medial,False,"f86v3.32,+Pb"
chedy,f86v3,cosmological,cosmological,3560,32,3,6,line_medial,False,"f86v3.32,+Pb"
qotaiin,f86v3,cosmological,cosmological,3560,32,4,6,line_medial,False,"f86v3.32,+Pb"
cheody,f86v3,cosmological,cosmological,3560,32,5,6,line_final,False,"f86v3.32,+Pb"
ytchey,f86v3,cosmological,cosmological,3561,33,0,7,line_initial,False,"f86v3.33,+Pb"
otaiin,f86v3,cosmological,cosmological,3561,33,1,7,line_medial,False,"f86v3.33,+Pb"
kshd,f86v3,cosmological,cosmological,3561,33,2,7,line_medial,False,"f86v3.33,+Pb"
qotar,f86v3,cosmological,cosmological,3561,33,3,7,line_medial,False,"f86v3.33,+Pb"
chear,f86v3,cosmological,cosmological,3561,33,4,7,line_medial,False,"f86v3.33,+Pb"
or,f86v3,cosmological,cosmological,3561,33,5,7,line_medial,False,"f86v3.33,+Pb"
am,f86v3,cosmological,cosmological,3561,33,6,7,line_final,False,"f86v3.33,+Pb"
yteeo,f86v3,cosmological,cosmological,3562,34,0,7,line_initial,False,"f86v3.34,+Pb"
dy,f86v3,cosmological,cosmological,3562,34,1,7,line_medial,False,"f86v3.34,+Pb"
chedy,f86v3,cosmological,cosmological,3562,34,2,7,line_medial,False,"f86v3.34,+Pb"
qokal,f86v3,cosmological,cosmological,3562,34,3,7,line_medial,False,"f86v3.34,+Pb"
yteey,f86v3,cosmological,cosmological,3562,34,4,7,line_medial,False,"f86v3.34,+Pb"
qokar,f86v3,cosmological,cosmological,3562,34,5,7,line_medial,False,"f86v3.34,+Pb"
am,f86v3,cosmological,cosmological,3562,34,6,7,line_final,False,"f86v3.34,+Pb"
dcheey,f86v3,cosmological,cosmological,3563,35,0,5,line_initial,False,"f86v3.35,+Pb"
teeody,f86v3,cosmological,cosmological,3563,35,1,5,line_medial,False,"f86v3.35,+Pb"
oty,f86v3,cosmological,cosmological,3563,35,2,5,line_medial,False,"f86v3.35,+Pb"
otchedy,f86v3,cosmological,cosmological,3563,35,3,5,line_medial,False,"f86v3.35,+Pb"
daiiraii,f86v3,cosmological,cosmological,3563,35,4,5,line_final,False,"f86v3.35,+Pb"
ykeeedy,f86v3,cosmological,cosmological,3564,36,0,4,line_initial,False,"f86v3.36,+Pb"
qoteey,f86v3,cosmological,cosmological,3564,36,1,4,line_medial,False,"f86v3.36,+Pb"
qodaiin,f86v3,cosmological,cosmological,3564,36,2,4,line_medial,False,"f86v3.36,+Pb"
okeeey,f86v3,cosmological,cosmological,3564,36,3,4,line_final,False,"f86v3.36,+Pb"
poalshsal,f87r,herbal,herbal,3565,1,0,7,line_initial,True,"f87r.1,@P0"
shocphor,f87r,herbal,herbal,3565,1,1,7,line_medial,False,"f87r.1,@P0"
ypcho,f87r,herbal,herbal,3565,1,2,7,line_medial,False,"f87r.1,@P0"
cpheo,f87r,herbal,herbal,3565,1,3,7,line_medial,False,"f87r.1,@P0"
saiin,f87r,herbal,herbal,3565,1,4,7,line_medial,False,"f87r.1,@P0"
oteodal,f87r,herbal,herbal,3565,1,5,7,line_medial,False,"f87r.1,@P0"
saiin,f87r,herbal,herbal,3565,1,6,7,line_final,False,"f87r.1,@P0"
dcheeckhos,f87r,herbal,herbal,3566,2,0,6,line_initial,False,"f87r.2,+P0"
chety,f87r,herbal,herbal,3566,2,1,6,line_medial,False,"f87r.2,+P0"
cthodal,f87r,herbal,herbal,3566,2,2,6,line_medial,False,"f87r.2,+P0"
yteodam,f87r,herbal,herbal,3566,2,3,6,line_medial,False,"f87r.2,+P0"
cphecthy,f87r,herbal,herbal,3566,2,4,6,line_medial,False,"f87r.2,+P0"
syty,f87r,herbal,herbal,3566,2,5,6,line_final,False,"f87r.2,+P0"
tchor,f87r,herbal,herbal,3567,3,0,7,line_initial,False,"f87r.3,+P0"
oteedy,f87r,herbal,herbal,3567,3,1,7,line_medial,False,"f87r.3,+P0"
ykeey,f87r,herbal,herbal,3567,3,2,7,line_medial,False,"f87r.3,+P0"
ody,f87r,herbal,herbal,3567,3,3,7,line_medial,False,"f87r.3,+P0"
keos,f87r,herbal,herbal,3567,3,4,7,line_medial,False,"f87r.3,+P0"
sheekchey,f87r,herbal,herbal,3567,3,5,7,line_medial,False,"f87r.3,+P0"
saiidy,f87r,herbal,herbal,3567,3,6,7,line_final,False,"f87r.3,+P0"
soraiin,f87r,herbal,herbal,3568,4,0,6,line_initial,False,"f87r.4,+P0"
qockhos,f87r,herbal,herbal,3568,4,1,6,line_medial,False,"f87r.4,+P0"
cheodor,f87r,herbal,herbal,3568,4,2,6,line_medial,False,"f87r.4,+P0"
ckheokey,f87r,herbal,herbal,3568,4,3,6,line_medial,False,"f87r.4,+P0"
chcthody,f87r,herbal,herbal,3568,4,4,6,line_medial,False,"f87r.4,+P0"
odar,f87r,herbal,herbal,3568,4,5,6,line_final,False,"f87r.4,+P0"
daiin,f87r,herbal,herbal,3569,5,0,8,line_initial,False,"f87r.5,+P0"
ctheey,f87r,herbal,herbal,3569,5,1,8,line_medial,False,"f87r.5,+P0"
ckheckhy,f87r,herbal,herbal,3569,5,2,8,line_medial,False,"f87r.5,+P0"
cthody,f87r,herbal,herbal,3569,5,3,8,line_medial,False,"f87r.5,+P0"
chor,f87r,herbal,herbal,3569,5,4,8,line_medial,False,"f87r.5,+P0"
al,f87r,herbal,herbal,3569,5,5,8,line_medial,False,"f87r.5,+P0"
dar,f87r,herbal,herbal,3569,5,6,8,line_medial,False,"f87r.5,+P0"
chor,f87r,herbal,herbal,3569,5,7,8,line_final,False,"f87r.5,+P0"
tos,f87r,herbal,herbal,3570,6,0,8,line_initial,False,"f87r.6,+P0"
she,f87r,herbal,herbal,3570,6,1,8,line_medial,False,"f87r.6,+P0"
keodaiin,f87r,herbal,herbal,3570,6,2,8,line_medial,False,"f87r.6,+P0"
pcheos,f87r,herbal,herbal,3570,6,3,8,line_medial,False,"f87r.6,+P0"
sheo,f87r,herbal,herbal,3570,6,4,8,line_medial,False,"f87r.6,+P0"
so,f87r,herbal,herbal,3570,6,5,8,line_medial,False,"f87r.6,+P0"
shkeody,f87r,herbal,herbal,3570,6,6,8,line_medial,False,"f87r.6,+P0"
soraiin,f87r,herbal,herbal,3570,6,7,8,line_final,False,"f87r.6,+P0"
teeodal,f87r,herbal,herbal,3571,7,0,7,line_initial,False,"f87r.7,+P0"
cho,f87r,herbal,herbal,3571,7,1,7,line_medial,False,"f87r.7,+P0"
keeody,f87r,herbal,herbal,3571,7,2,7,line_medial,False,"f87r.7,+P0"
shy,f87r,herbal,herbal,3571,7,3,7,line_medial,False,"f87r.7,+P0"
ko,f87r,herbal,herbal,3571,7,4,7,line_medial,False,"f87r.7,+P0"
sols,f87r,herbal,herbal,3571,7,5,7,line_medial,False,"f87r.7,+P0"
chekol,f87r,herbal,herbal,3571,7,6,7,line_final,False,"f87r.7,+P0"
solsheor,f87r,herbal,herbal,3572,8,0,5,line_initial,False,"f87r.8,+P0"
ysaiin,f87r,herbal,herbal,3572,8,1,5,line_medial,False,"f87r.8,+P0"
chor,f87r,herbal,herbal,3572,8,2,5,line_medial,False,"f87r.8,+P0"
cheory,f87r,herbal,herbal,3572,8,3,5,line_medial,False,"f87r.8,+P0"
kchody,f87r,herbal,herbal,3572,8,4,5,line_final,False,"f87r.8,+P0"
sor,f87r,herbal,herbal,3573,9,0,5,line_initial,False,"f87r.9,+P0"
shocthey,f87r,herbal,herbal,3573,9,1,5,line_medial,False,"f87r.9,+P0"
oteody,f87r,herbal,herbal,3573,9,2,5,line_medial,False,"f87r.9,+P0"
dchol,f87r,herbal,herbal,3573,9,3,5,line_medial,False,"f87r.9,+P0"
saraiin,f87r,herbal,herbal,3573,9,4,5,line_final,False,"f87r.9,+P0"
sho,f87r,herbal,herbal,3574,10,0,5,line_initial,False,"f87r.10,+P0"
cthos,f87r,herbal,herbal,3574,10,1,5,line_medial,False,"f87r.10,+P0"
cheodal,f87r,herbal,herbal,3574,10,2,5,line_medial,False,"f87r.10,+P0"
ctheody,f87r,herbal,herbal,3574,10,3,5,line_medial,False,"f87r.10,+P0"
qoty,f87r,herbal,herbal,3574,10,4,5,line_final,False,"f87r.10,+P0"
psheodshy,f87r,herbal,herbal,3575,11,0,6,line_initial,False,"f87r.11,+P0"
dal,f87r,herbal,herbal,3575,11,1,6,line_medial,False,"f87r.11,+P0"
shee,f87r,herbal,herbal,3575,11,2,6,line_medial,False,"f87r.11,+P0"
saldal,f87r,herbal,herbal,3575,11,3,6,line_medial,False,"f87r.11,+P0"
shol,f87r,herbal,herbal,3575,11,4,6,line_medial,False,"f87r.11,+P0"
aldy,f87r,herbal,herbal,3575,11,5,6,line_final,False,"f87r.11,+P0"
ysheee,f87r,herbal,herbal,3576,12,0,5,line_initial,False,"f87r.12,+P0"
chetchy,f87r,herbal,herbal,3576,12,1,5,line_medial,False,"f87r.12,+P0"
teodar,f87r,herbal,herbal,3576,12,2,5,line_medial,False,"f87r.12,+P0"
otcheol,f87r,herbal,herbal,3576,12,3,5,line_medial,False,"f87r.12,+P0"
tockhy,f87r,herbal,herbal,3576,12,4,5,line_final,False,"f87r.12,+P0"
keor,f87r,herbal,herbal,3577,13,0,6,line_initial,False,"f87r.13,+P0"
ckheey,f87r,herbal,herbal,3577,13,1,6,line_medial,False,"f87r.13,+P0"
shody,f87r,herbal,herbal,3577,13,2,6,line_medial,False,"f87r.13,+P0"
qoeeeety,f87r,herbal,herbal,3577,13,3,6,line_medial,False,"f87r.13,+P0"
chody,f87r,herbal,herbal,3577,13,4,6,line_medial,False,"f87r.13,+P0"
daiin,f87r,herbal,herbal,3577,13,5,6,line_final,False,"f87r.13,+P0"
daiin,f87r,herbal,herbal,3578,14,0,7,line_initial,False,"f87r.14,+P0"
shol,f87r,herbal,herbal,3578,14,1,7,line_medial,False,"f87r.14,+P0"
cthey,f87r,herbal,herbal,3578,14,2,7,line_medial,False,"f87r.14,+P0"
okeol,f87r,herbal,herbal,3578,14,3,7,line_medial,False,"f87r.14,+P0"
cheor,f87r,herbal,herbal,3578,14,4,7,line_medial,False,"f87r.14,+P0"
okeeo,f87r,herbal,herbal,3578,14,5,7,line_medial,False,"f87r.14,+P0"
daiim,f87r,herbal,herbal,3578,14,6,7,line_final,False,"f87r.14,+P0"
shos,f87r,herbal,herbal,3579,15,0,7,line_initial,False,"f87r.15,+P0"
cheol,f87r,herbal,herbal,3579,15,1,7,line_medial,False,"f87r.15,+P0"
cheos,f87r,herbal,herbal,3579,15,2,7,line_medial,False,"f87r.15,+P0"
ckhey,f87r,herbal,herbal,3579,15,3,7,line_medial,False,"f87r.15,+P0"
saiin,f87r,herbal,herbal,3579,15,4,7,line_medial,False,"f87r.15,+P0"
ockheo,f87r,herbal,herbal,3579,15,5,7,line_medial,False,"f87r.15,+P0"
ldaiin,f87r,herbal,herbal,3579,15,6,7,line_final,False,"f87r.15,+P0"
yteeo,f87r,herbal,herbal,3580,16,0,3,line_initial,False,"f87r.16,+P0"
cheol,f87r,herbal,herbal,3580,16,1,3,line_medial,False,"f87r.16,+P0"
dcheeol,f87r,herbal,herbal,3580,16,2,3,line_final,False,"f87r.16,+P0"
cheey,f87v,herbal,herbal,3581,1,0,8,line_initial,True,"f87v.1,@P0"
daiin,f87v,herbal,herbal,3581,1,1,8,line_medial,False,"f87v.1,@P0"
cpheodar,f87v,herbal,herbal,3581,1,2,8,line_medial,False,"f87v.1,@P0"
shody,f87v,herbal,herbal,3581,1,3,8,line_medial,False,"f87v.1,@P0"
dcheody,f87v,herbal,herbal,3581,1,4,8,line_medial,False,"f87v.1,@P0"
todor,f87v,herbal,herbal,3581,1,5,8,line_medial,False,"f87v.1,@P0"
oeeepchody,f87v,herbal,herbal,3581,1,6,8,line_medial,False,"f87v.1,@P0"
oldar,f87v,herbal,herbal,3581,1,7,8,line_final,False,"f87v.1,@P0"
schey,f87v,herbal,herbal,3582,2,0,5,line_initial,False,"f87v.2,+P0"
ctheey,f87v,herbal,herbal,3582,2,1,5,line_medial,False,"f87v.2,+P0"
qocthsy,f87v,herbal,herbal,3582,2,2,5,line_medial,False,"f87v.2,+P0"
dcheoky,f87v,herbal,herbal,3582,2,3,5,line_medial,False,"f87v.2,+P0"
cth,f87v,herbal,herbal,3582,2,4,5,line_final,False,"f87v.2,+P0"
cheockhy,f87v,herbal,herbal,3583,3,0,5,line_initial,False,"f87v.3,+P0"
okey,f87v,herbal,herbal,3583,3,1,5,line_medial,False,"f87v.3,+P0"
cthy,f87v,herbal,herbal,3583,3,2,5,line_medial,False,"f87v.3,+P0"
yteeor,f87v,herbal,herbal,3583,3,3,5,line_medial,False,"f87v.3,+P0"
os,f87v,herbal,herbal,3583,3,4,5,line_final,False,"f87v.3,+P0"
dcheecthey,f87v,herbal,herbal,3584,4,0,4,line_initial,False,"f87v.4,+P0"
cthosy,f87v,herbal,herbal,3584,4,1,4,line_medial,False,"f87v.4,+P0"
ykeeor,f87v,herbal,herbal,3584,4,2,4,line_medial,False,"f87v.4,+P0"
oky,f87v,herbal,herbal,3584,4,3,4,line_final,False,"f87v.4,+P0"
ycheey,f87v,herbal,herbal,3585,5,0,5,line_initial,False,"f87v.5,+P0"
keeo,f87v,herbal,herbal,3585,5,1,5,line_medial,False,"f87v.5,+P0"
salckhy,f87v,herbal,herbal,3585,5,2,5,line_medial,False,"f87v.5,+P0"
eoiin,f87v,herbal,herbal,3585,5,3,5,line_medial,False,"f87v.5,+P0"
scheom,f87v,herbal,herbal,3585,5,4,5,line_final,False,"f87v.5,+P0"
dcheos,f87v,herbal,herbal,3586,6,0,5,line_initial,False,"f87v.6,+P0"
shey,f87v,herbal,herbal,3586,6,1,5,line_medial,False,"f87v.6,+P0"
solchiyd,f87v,herbal,herbal,3586,6,2,5,line_medial,False,"f87v.6,+P0"
oteos,f87v,herbal,herbal,3586,6,3,5,line_medial,False,"f87v.6,+P0"
cthey,f87v,herbal,herbal,3586,6,4,5,line_final,False,"f87v.6,+P0"
qotechoep,f87v,herbal,herbal,3587,7,0,5,line_initial,False,"f87v.7,+P0"
cheos,f87v,herbal,herbal,3587,7,1,5,line_medial,False,"f87v.7,+P0"
cthey,f87v,herbal,herbal,3587,7,2,5,line_medial,False,"f87v.7,+P0"
qokeod,f87v,herbal,herbal,3587,7,3,5,line_medial,False,"f87v.7,+P0"
qokeog,f87v,herbal,herbal,3587,7,4,5,line_final,False,"f87v.7,+P0"
shoeey,f87v,herbal,herbal,3588,8,0,6,line_initial,False,"f87v.8,+P0"
cthey,f87v,herbal,herbal,3588,8,1,6,line_medial,False,"f87v.8,+P0"
qo,f87v,herbal,herbal,3588,8,2,6,line_medial,False,"f87v.8,+P0"
cthodol,f87v,herbal,herbal,3588,8,3,6,line_medial,False,"f87v.8,+P0"
yteodaiin,f87v,herbal,herbal,3588,8,4,6,line_medial,False,"f87v.8,+P0"
sheol,f87v,herbal,herbal,3588,8,5,6,line_final,False,"f87v.8,+P0"
techol,f87v,herbal,herbal,3589,9,0,3,line_initial,False,"f87v.9,+P0"
qoscheody,f87v,herbal,herbal,3589,9,1,3,line_medial,False,"f87v.9,+P0"
otol,f87v,herbal,herbal,3589,9,2,3,line_final,False,"f87v.9,+P0"
opcheey,f87v,herbal,herbal,3590,10,0,4,line_initial,False,"f87v.10,+P0"
cpheckhy,f87v,herbal,herbal,3590,10,1,4,line_medial,False,"f87v.10,+P0"
cheo,f87v,herbal,herbal,3590,10,2,4,line_medial,False,"f87v.10,+P0"
chepcheol,f87v,herbal,herbal,3590,10,3,4,line_final,False,"f87v.10,+P0"
kchor,f87v,herbal,herbal,3591,11,0,7,line_initial,False,"f87v.11,+P0"
ol,f87v,herbal,herbal,3591,11,1,7,line_medial,False,"f87v.11,+P0"
cheeol,f87v,herbal,herbal,3591,11,2,7,line_medial,False,"f87v.11,+P0"
qok,f87v,herbal,herbal,3591,11,3,7,line_medial,False,"f87v.11,+P0"
odal,f87v,herbal,herbal,3591,11,4,7,line_medial,False,"f87v.11,+P0"
lseeey,f87v,herbal,herbal,3591,11,5,7,line_medial,False,"f87v.11,+P0"
keodam,f87v,herbal,herbal,3591,11,6,7,line_final,False,"f87v.11,+P0"
ytcheoq,f87v,herbal,herbal,3592,12,0,7,line_initial,False,"f87v.12,+P0"
chos,f87v,herbal,herbal,3592,12,1,7,line_medial,False,"f87v.12,+P0"
ckheos,f87v,herbal,herbal,3592,12,2,7,line_medial,False,"f87v.12,+P0"
cheoy,f87v,herbal,herbal,3592,12,3,7,line_medial,False,"f87v.12,+P0"
cheol,f87v,herbal,herbal,3592,12,4,7,line_medial,False,"f87v.12,+P0"
sal,f87v,herbal,herbal,3592,12,5,7,line_medial,False,"f87v.12,+P0"
dain,f87v,herbal,herbal,3592,12,6,7,line_final,False,"f87v.12,+P0"
ksheol,f87v,herbal,herbal,3593,13,0,7,line_initial,False,"f87v.13,+P0"
qoar,f87v,herbal,herbal,3593,13,1,7,line_medial,False,"f87v.13,+P0"
cfhs,f87v,herbal,herbal,3593,13,2,7,line_medial,False,"f87v.13,+P0"
ykaiin,f87v,herbal,herbal,3593,13,3,7,line_medial,False,"f87v.13,+P0"
saral,f87v,herbal,herbal,3593,13,4,7,line_medial,False,"f87v.13,+P0"
aiim,f87v,herbal,herbal,3593,13,5,7,line_medial,False,"f87v.13,+P0"
am,f87v,herbal,herbal,3593,13,6,7,line_final,False,"f87v.13,+P0"
san,f87v,herbal,herbal,3594,14,0,7,line_initial,False,"f87v.14,+P0"
ainy,f87v,herbal,herbal,3594,14,1,7,line_medial,False,"f87v.14,+P0"
keol,f87v,herbal,herbal,3594,14,2,7,line_medial,False,"f87v.14,+P0"
dair,f87v,herbal,herbal,3594,14,3,7,line_medial,False,"f87v.14,+P0"
old,f87v,herbal,herbal,3594,14,4,7,line_medial,False,"f87v.14,+P0"
ain,f87v,herbal,herbal,3594,14,5,7,line_medial,False,"f87v.14,+P0"
atolg,f87v,herbal,herbal,3594,14,6,7,line_final,False,"f87v.14,+P0"
yksho,f87v,herbal,herbal,3595,15,0,6,line_initial,False,"f87v.15,+P0"
qos,f87v,herbal,herbal,3595,15,1,6,line_medial,False,"f87v.15,+P0"
arolor,f87v,herbal,herbal,3595,15,2,6,line_medial,False,"f87v.15,+P0"
or,f87v,herbal,herbal,3595,15,3,6,line_medial,False,"f87v.15,+P0"
al,f87v,herbal,herbal,3595,15,4,6,line_medial,False,"f87v.15,+P0"
daraiing,f87v,herbal,herbal,3595,15,5,6,line_final,False,"f87v.15,+P0"
saiin,f87v,herbal,herbal,3596,16,0,2,line_initial,False,"f87v.16,+P0"
olcthr,f87v,herbal,herbal,3596,16,1,2,line_final,False,"f87v.16,+P0"
otorchety,f88r,pharmaceutical,pharmaceutical,3597,1,0,1,line_initial_final,False,"f88r.1,@Lc"
osal,f88r,pharmaceutical,pharmaceutical,3598,2,0,1,line_initial_final,False,"f88r.2,@Lf"
orald,f88r,pharmaceutical,pharmaceutical,3599,3,0,1,line_initial_final,False,"f88r.3,@Lf"
oldar,f88r,pharmaceutical,pharmaceutical,3600,4,0,1,line_initial_final,False,"f88r.4,@Lf"
otoky,f88r,pharmaceutical,pharmaceutical,3601,5,0,1,line_initial_final,False,"f88r.5,@Lf"
otaly,f88r,pharmaceutical,pharmaceutical,3602,6,0,1,line_initial_final,False,"f88r.6,@Lf"
dorsheoy,f88r,pharmaceutical,pharmaceutical,3603,7,0,8,line_initial,True,"f88r.7,@P0"
ctheol,f88r,pharmaceutical,pharmaceutical,3603,7,1,8,line_medial,False,"f88r.7,@P0"
qockhey,f88r,pharmaceutical,pharmaceutical,3603,7,2,8,line_medial,False,"f88r.7,@P0"
dory,f88r,pharmaceutical,pharmaceutical,3603,7,3,8,line_medial,False,"f88r.7,@P0"
sheor,f88r,pharmaceutical,pharmaceutical,3603,7,4,8,line_medial,False,"f88r.7,@P0"
sholfchor,f88r,pharmaceutical,pharmaceutical,3603,7,5,8,line_medial,False,"f88r.7,@P0"
dal,f88r,pharmaceutical,pharmaceutical,3603,7,6,8,line_medial,False,"f88r.7,@P0"
chcthol,f88r,pharmaceutical,pharmaceutical,3603,7,7,8,line_final,False,"f88r.7,@P0"
al,f88r,pharmaceutical,pharmaceutical,3604,8,0,11,line_initial,False,"f88r.8,+P0"
sheom,f88r,pharmaceutical,pharmaceutical,3604,8,1,11,line_medial,False,"f88r.8,+P0"
keol,f88r,pharmaceutical,pharmaceutical,3604,8,2,11,line_medial,False,"f88r.8,+P0"
chear,f88r,pharmaceutical,pharmaceutical,3604,8,3,11,line_medial,False,"f88r.8,+P0"
shekor,f88r,pharmaceutical,pharmaceutical,3604,8,4,11,line_medial,False,"f88r.8,+P0"
qokor,f88r,pharmaceutical,pharmaceutical,3604,8,5,11,line_medial,False,"f88r.8,+P0"
daiin,f88r,pharmaceutical,pharmaceutical,3604,8,6,11,line_medial,False,"f88r.8,+P0"
sar,f88r,pharmaceutical,pharmaceutical,3604,8,7,11,line_medial,False,"f88r.8,+P0"
aiin,f88r,pharmaceutical,pharmaceutical,3604,8,8,11,line_medial,False,"f88r.8,+P0"
oky,f88r,pharmaceutical,pharmaceutical,3604,8,9,11,line_medial,False,"f88r.8,+P0"
sam,f88r,pharmaceutical,pharmaceutical,3604,8,10,11,line_final,False,"f88r.8,+P0"
oain,f88r,pharmaceutical,pharmaceutical,3605,9,0,11,line_initial,False,"f88r.9,+P0"
or,f88r,pharmaceutical,pharmaceutical,3605,9,1,11,line_medial,False,"f88r.9,+P0"
om,f88r,pharmaceutical,pharmaceutical,3605,9,2,11,line_medial,False,"f88r.9,+P0"
otam,f88r,pharmaceutical,pharmaceutical,3605,9,3,11,line_medial,False,"f88r.9,+P0"
okeom,f88r,pharmaceutical,pharmaceutical,3605,9,4,11,line_medial,False,"f88r.9,+P0"
cheeor,f88r,pharmaceutical,pharmaceutical,3605,9,5,11,line_medial,False,"f88r.9,+P0"
