section_label,token_entropy,normalized_token_entropy,type_token_ratio,mean_token_length,zipf_slope,H_suffix_given_core,H_core_given_prefix,suffix_from_core_top1_accuracy,token_bigram_entropy,next_token_top1_accuracy,within_line_transition_entropy,cross_line_transition_entropy,same_core_clustering_ratio,line_initial_concentration_score,line_final_concentration_score,within_cross_entropy_difference,PC1,PC2,cluster_assignment
herbal,9.8236966100819,0.8445673637196852,0.2875657059996375,4.857984411818017,-0.842047612621637,0.9073526379451329,4.628650921264619,0.761530577382986,12.971559190698807,0.318895966029724,12.971559190698807,10.610729320485984,0.9260528274950262,0.0656802296036827,0.09996826916234447,-2.3608298702128234,-3.3000642054297398,1.88930300498411,cluster_1
recipes_stars,9.80564907949394,0.847239329196944,0.28369322412509307,5.286578555472822,-0.8514698868085592,0.7497823240487044,4.823728752032664,0.8083819399438323,13.010321831876865,0.3058065856445414,13.010321831876865,10.109784394266454,0.9460992342498463,0.06395914009396086,0.04589540089079058,-2.900537437610412,-3.1470871987213087,0.5761688554725682,cluster_1
biological_balneological,8.509892403642812,0.8122648232561863,0.2283653846153846,5.051602564102564,-0.9505307507811938,0.3822647940698066,4.085752065600913,0.9027915264304098,11.925421386041833,0.27163015224656517,11.925421386041833,9.705921274811905,0.9709094481733631,0.0799709090305597,0.06870484377261976,-2.2195001112299284,-2.9057806889654514,-4.146141336281526,cluster_1
unknown,9.803413711861932,0.8944718963212893,0.4102986611740474,5.03480947476828,-0.7116405175304542,0.7673877482213799,4.850946939805902,0.7845959595959596,11.870889794028814,0.4212226640159046,11.870889794028814,9.696967526234495,0.8712409278824983,0.02331203718357011,0.03041872940124457,-2.1739222677943193,-0.0720840202369316,2.101244639684601,cluster_2
pharmaceutical,8.978121420463706,0.8959324811746363,0.44439692044482465,5.040633019674936,-0.6777784352870134,0.8195478652687188,3.9365214140406395,0.769747031491998,10.820168972292285,0.42723492723492723,10.820168972292285,8.68999797141945,0.9094862445993357,0.01922174906682006,0.019698162058432556,-2.130171000872835,1.6076633153041582,0.18674955686420755,cluster_2
cosmological,8.971798584279039,0.9262167032460782,0.5340246273493195,4.893065456902138,-0.5864476761743375,0.7497853021929313,4.180851492440686,0.7878787878787878,10.30908558096823,0.5523300229182582,10.30908558096823,7.86418614465432,0.9008794201836021,0.01832973740260957,0.029153069022935463,-2.44489943631391,2.4620795628847083,0.30971898514726637,cluster_3
astronomical_zodiac,8.909941448509288,0.9646955129544128,0.7127659574468085,5.275413711583925,-0.41008170442976233,0.692574040455519,3.910870044496352,0.7965616045845272,9.238962920423715,0.7116968698517299,9.238962920423715,7.894817763307991,0.9188675880032792,0.005158552996732402,0.012178415260844622,-1.3441451571157241,5.355273235164578,-0.9170437058712286,cluster_3
