section_label,PC1,PC2,cluster_assignment
herbal,-3.3000642054297398,1.88930300498411,cluster_1
recipes_stars,-3.1470871987213087,0.5761688554725682,cluster_1
biological_balneological,-2.9057806889654514,-4.146141336281526,cluster_1
unknown,-0.0720840202369316,2.101244639684601,cluster_2
pharmaceutical,1.6076633153041582,0.18674955686420755,cluster_2
cosmological,2.4620795628847083,0.30971898514726637,cluster_3
astronomical_zodiac,5.355273235164578,-0.9170437058712286,cluster_3
