iteration,permuted_macro_F1
152,0.16446934642695638
153,0.15188155160796019
154,0.1799754992141029
155,0.14590109521744946
156,0.19051172023067323
157,0.14604930262614788
158,0.14184010687698514
159,0.17704321143052637
160,0.15386326789032082
161,0.1937304444666784
162,0.15006866289550813
163,0.19388852041557336
164,0.14950360548001407
165,0.17090566975538748
166,0.16406232909920734
167,0.13693689029321152
168,0.12595516621105077
169,0.14181187742802395
170,0.15662358577072608
171,0.1930262032043372
172,0.16317178243901007
173,0.18095426430313
174,0.15759520104298566
175,0.16058338067005126
176,0.18755077938830203
177,0.18087630216318043
178,0.15364566243254069
179,0.1872248306726153
180,0.12256042872721966
181,0.14706923631529553
182,0.1703682747344213
183,0.1495529145611689
184,0.155704386051734
185,0.13038465028027282
186,0.16406232909920734
187,0.1532673340247363
188,0.16155813827557358
189,0.14439671325388656
190,0.13474120621846683
191,0.14318740355591988
192,0.1257590639952979
193,0.10869614955247077
194,0.13949395614109641
195,0.14557514650176276
196,0.14772208854978586
197,0.13006588724250348
198,0.13758259271093437
199,0.15442790169598136
200,0.17225912558682288
201,0.16241777262453053
202,0.1255799442753591
203,0.20255542968291929
204,0.17308027419793848
205,0.13035331435919892
206,0.16611122003935402
207,0.14274090982606266
208,0.14914946317651612
209,0.1449791767750283
210,0.14509830751509845
211,0.19913558715281476
212,0.18856088039840302
213,0.13035331435919892
214,0.17947043077847744
215,0.12513444120976872
216,0.11795493141017159
217,0.16742929660506078
218,0.1250363901018923
219,0.15468399289160287
220,0.18895707438283857
221,0.12379842734513093
222,0.11341978694532216
223,0.16705149939053976
224,0.17133009318878423
225,0.17876573004515275
226,0.09193049490538574
227,0.14912795993448882
228,0.18755077938830203
229,0.13307825297387552
230,0.16723946112525834
231,0.16637714391402217
232,0.12788760927340648
233,0.20036332948184585
234,0.1473155306930203
235,0.15412965123597244
236,0.19922694791490725
237,0.1476123310177789
238,0.212624644391872
239,0.18901663975287367
240,0.1331664714027053
241,0.15963595150209806
242,0.13007614353138372
243,0.16526899179604473
244,0.17854040771617188
245,0.20515767161442952
246,0.19860232512937806
247,0.1568027054906648
248,0.1911949177219707
249,0.13640316879879136
250,0.14610886799618295
251,0.20224646346304667
252,0.14924751428439254
253,0.1367506207565053
254,0.17263791346561078
255,0.17479821827462685
256,0.1552691392750238
257,0.1742716465969741
258,0.1338994015849911
259,0.17713411272163537
260,0.1508822380800227
261,0.19942305013066008
262,0.14526618028189017
263,0.21795182493805884
264,0.16572528234379869
265,0.15516798169503462
266,0.16242045548680972
267,0.13089785919693256
268,0.14482113668728322
269,0.14463486715057702
270,0.17928416124177118
271,0.19980951901949875
272,0.1582399127964417
273,0.16526899179604473
274,0.12654130325873855
275,0.15695317215180885
276,0.17488555362263958
277,0.17841059707738802
278,0.19975306012157648
279,0.19071807873530636
280,0.15053524559329226
281,0.16555641891274012
282,0.13693999676532428
283,0.14810756677435769
284,0.15871675178310604
285,0.12852248834781585
286,0.18153941068655097
287,0.2631656053559345
288,0.14357288178049174
289,0.16811348476062504
290,0.13841357400109663
291,0.26729737015843097
292,0.15590091187732047
293,0.15364566243254069
294,0.2022151275419728
295,0.18605714904575277
296,0.1802911557797595
297,0.20234451457092317
298,0.18157074660762484
299,0.16661582900399602
300,0.17122079512776076
301,0.1378310028965051
302,0.16475677354365179
303,0.1216899710349492
304,0.2086027088436823
305,0.12290742121395011
306,0.19181954050749983
307,0.19931474273390345
308,0.1701439789308572
309,0.12007318453825004
310,0.14959450677112301
311,0.12876832325455714
312,0.17749950197828035
313,0.15004000983671342
314,0.160933939099878
315,0.14874244584876709
316,0.1293432133490979
317,0.1654691911481772
318,0.16422036918695243
319,0.20098795226737498
320,0.19533340873140106
321,0.14437563362169284
322,0.12643200519771508
323,0.17096470393213922
324,0.13490953845624207
325,0.13947555937118192
326,0.18828370957058782
327,0.15221828780581043
328,0.18575942977902715
329,0.1528916526180612
330,0.10525121990666776
331,0.1669422013295163
332,0.1492090285465512
333,0.16966713994419289
334,0.17630982177725707
335,0.1478617318676164
336,0.13924766176337164
337,0.1760326509494419
338,0.13547413640075265
339,0.15069286207120372
340,0.16765772540615442
341,0.18602535365369532
342,0.15247437900143193
343,0.18922398892177358
344,0.14554381058068883
345,0.13545305676855895
346,0.1508011694679604
347,0.12585711510317432
348,0.20435446030224494
349,0.191689694007566
350,0.1432674815037154
351,0.14674332346075877
352,0.21673536542332472
353,0.1464245245618395
354,0.13335542380169071
355,0.16466587225254284
356,0.14797817974540736
357,0.12724289751995044
358,0.12401603280291106
359,0.207949856609192
360,0.13529501668081387
361,0.12369991676627103
362,0.11245941862620955
363,0.15402134383921584
364,0.18927372161276199
365,0.19052197651955347
366,0.12637243982768
367,0.14283995159820595
368,0.16405207281032716
369,0.16283148029806355
370,0.20892865755936904
371,0.1473746365920719
372,0.15171321937018498
373,0.18284723096337752
374,0.20037404524170954
375,0.16462738651470146
376,0.1367506207565053
377,0.1115889609339391
378,0.1506435529900489
379,0.13756151307874068
380,0.10227019009636966
381,0.13924455529125887
382,0.1192037175102464
383,0.1697333956600119
384,0.14051388983024407
385,0.15029610103233496
386,0.19844470865146657
387,0.17260968401664964
388,0.14050405715119743
389,0.1515551792824399
390,0.13746346197086426
391,0.20431643403538705
392,0.16910208252869877
393,0.1800068351351768
394,0.15982222103880428
395,0.16729990957611043
396,0.12931187742802397
397,0.17024203003873362
398,0.19405738384663193
399,0.210446366422775
400,0.21011016141820807
401,0.12969735565259582
402,0.18055035344749373
403,0.1721225887411051
404,0.15247437900143193
405,0.13028349270028364
406,0.15447664372270295
407,0.1492860000222339
408,0.1797373453174124
409,0.1606958210643374
410,0.13398719640398732
411,0.14149576139138395
412,0.15370254494029656
413,0.1543370004048724
414,0.20649735900561336
415,0.15475381455051815
416,0.1678255981729461
417,0.16111263520998317
418,0.18388556142243964
419,0.16627909280614575
420,0.13522519502189861
421,0.12440151102748291
422,0.15316882344587637
423,0.1450669715940245
424,0.13208654873368902
425,0.15335823531584528
426,0.18172878669536993
427,0.11755916103556963
428,0.16098324818103282
429,0.14943689029321153
430,0.19690902662797968
431,0.152120236697934
432,0.1484832481810328
433,0.1328790442860099
434,0.18467805697476056
435,0.15763368678082706
436,0.157574121410792
437,0.16286281621913745
438,0.14433714788385146
439,0.15987153011995917
440,0.11481582565097848
441,0.18101382967316507
442,0.19573059338010343
443,0.22109192136151878
444,0.15035566640237
445,0.14520661491185508
446,0.15449504049261745
447,0.13889041298776092
448,0.17678712023490487
449,0.1479212972376515
450,0.18276401068231932
451,0.18642207883141423
452,0.1741597732571212
453,0.13547102992863988
454,0.1549606325261347
455,0.16149811343455503
456,0.1684604772473555
457,0.13392763103395225
458,0.17849166568945032
459,0.12648173788870348
460,0.13173909677597503
461,0.15271352356238926
462,0.10003234675723759
463,0.17869901485835027
464,0.16339922057583683
465,0.16133739048453075
466,0.20513616837240226
467,0.15160392130916148
468,0.21541629819335115
469,0.1486726241898518
470,0.17219956021678784
471,0.12204510400271396
472,0.14202637641369134
473,0.16862524354203448
474,0.17179564936115155
475,0.15213049298681422
476,0.13684867186438174
477,0.1965615746702657
478,0.1521900583568493
479,0.18168004466864837
480,0.14673876685339565
481,0.20749356606143807
482,0.16497437900143194
483,0.17166629819335114
484,0.17081476846427854
485,0.142632602429306
486,0.1362352960319996
487,0.15956612984318277
488,0.14003705084357973
489,0.15061532354108773
490,0.18308591605335134
491,0.16213299250896437
492,0.19890772540615442
493,0.15118664769253223
494,0.14871425226095586
495,0.10870598223151744
496,0.12945251141012137
497,0.1360674232652079
498,0.17891562965186356
499,0.17900653094297256
500,0.1174709426067398
501,0.16057626671443373
502,0.15738785187408577
503,0.21679493079335985
504,0.143990155397121
505,0.11911281621913744
506,0.13035331435919892
507,0.11357828650405068
508,0.1282735469689618
509,0.1595065644731477
510,0.15970266668890057
511,0.09765486010027492
512,0.169884745401973
513,0.20727596060365794
514,0.17821449486163518
515,0.13738549983091466
516,0.13095685751253439
517,0.15204942437475188
518,0.16256513281356183
519,0.17515236057812478
520,0.14421759353394778
521,0.13465030492735786
522,0.2185451118025141
523,0.17984565271416905
524,0.21850973253678543
525,0.17006386512191177
526,0.18948008011739506
527,0.16150572272230596
528,0.13332408788061678
529,0.15671448706183502
530,0.15963595150209803
531,0.13377984723508743
532,0.1764884103039125
533,0.175093362262523
534,0.18509533059138983
535,0.1671414100173819
536,0.12204510400271396
537,0.12704637169436403
538,0.15045728345334267
539,0.15171321937018498
540,0.11836148926693713
541,0.20459261419893546
542,0.18055035344749373
543,0.18976754309524044
544,0.15174144881914614
545,0.14809016066871003
546,0.1319485976138708
547,0.13909408863011483
548,0.1987398526393627
549,0.15403114065711254
550,0.15808229631853024
551,0.16403409965024618
552,0.1551710881671474
553,0.16416038020708382
554,0.13264035919603606
555,0.14873218955988687
556,0.1466519626986663
557,0.15662358577072608
558,0.14890052179766208
559,0.1510890560556393
560,0.192681857718736
561,0.13395896695502618
562,0.1365827479897136
563,0.149851057437728
564,0.174478995765874
565,0.1302655554013526
566,0.1368388391853351
567,0.16855852835523197
568,0.13687732492317645
569,0.1515551792824399
570,0.12800716362331016
571,0.13978138325779185
572,0.15956612984318277
573,0.16876633699511537
574,0.12414541983186143
575,0.14305656639171924
576,0.1714979659555759
577,0.18056064559752386
578,0.16919030095752854
579,0.17718384541262377
580,0.16430816400594864
581,0.15159366502028127
582,0.14512964343617232
583,0.142632602429306
584,0.15391972678824312
585,0.1587552375209474
586,0.13734390762096055
587,0.191689694007566
588,0.1274421062078161
589,0.19446337464896415
590,0.2226342937307896
591,0.17668860965604494
592,0.1613790185556348
593,0.17171557141335606
594,0.12357052973732065
595,0.18182683780324638
596,0.16492199930931425
597,0.16388320937926862
598,0.15494991676627104
599,0.1412965527035183
600,0.13173909677597503
601,0.11671693279226031
602,0.15101877492574053
603,0.14110717669469933
604,0.13529501668081387
605,0.19987934067841404
606,0.14465326392049152
607,0.15423894929699594
608,0.21572212207996103
609,0.21445903634635133
610,0.2009283868973399
611,0.16499136149724605
612,0.13696822621428542
613,0.15239740752574918
614,0.14602733991313713
615,0.17056893355753724
616,0.1343135687295076
617,0.18144135957867455
618,0.1557531280784556
619,0.11923194695920758
620,0.20495757984574683
621,0.1530492690959727
622,0.14267108816714738
623,0.15689307558849044
624,0.12923490595234124
625,0.1527720982681575
626,0.19147208854978584
627,0.1763518734581947
628,0.1717258277022363
629,0.13914650418338242
630,0.1414541691814298
631,0.13016393835037995
632,0.1759941652116005
633,0.14115591872142091
634,0.17073680632432894
635,0.1543370004048724
636,0.1530990017869611
637,0.1399774854735447
638,0.14347483067261532
639,0.15489391733933217
640,0.16523050605820336
641,0.14672224382856505
642,0.13326452251058174
643,0.15737759558520553
644,0.18822414420055278
645,0.15592199150951414
646,0.12648888770547095
647,0.16747860568621564
648,0.1691620715085674
649,0.15747875316519475
650,0.11767829177563972
651,0.12345139899725054
652,0.15181172994904488
653,0.14247498595139454
654,0.16811348476062504
655,0.16247733799456562
656,0.16630017243833944
657,0.14858440576102203
658,0.18056733594330784
659,0.17641143882822977
660,0.1609021795689705
661,0.13083015334586323
662,0.15578135752741676
663,0.18098560022420393
664,0.13931437695017415
665,0.15045728345334267
666,0.15140471262129587
667,0.15787184067751756
668,0.15322884828689495
669,0.15775281752089718
670,0.16139695585456582
671,0.12903424712922532
672,0.14963345197994787
673,0.1641603802070838
674,0.14282197843812497
675,0.15759520104298566
676,0.20907954783034663
677,0.15504127752836347
678,0.20225728680636015
679,0.2009484758652668
680,0.18939186168856528
681,0.14976283900889822
682,0.17368650021355314
683,0.1658720754783967
684,0.16143900753550344
685,0.14705898002641532
686,0.25145091523033797
687,0.1470974657642567
688,0.14038450280129375
689,0.14427758251381642
690,0.14582098140850405
691,0.12731271917886572
692,0.13652318261967852
693,0.17137168539873834
694,0.18669871846594607
695,0.14988239335880196
696,0.1620631708500491
697,0.11693453825004045
698,0.18598686791585395
699,0.17438094465799758
700,0.16818019994742753
701,0.16928120224863752
702,0.16745706658303847
703,0.1969192829168599
704,0.16210123297805692
705,0.1743706883691174
706,0.13877128224769084
707,0.145000256407222
708,0.15182198623792512
709,0.14972435327105688
710,0.1377607217666063
711,0.1676263894850805
712,0.15627969975610834
713,0.18001709142405706
714,0.14055237556808545
715,0.18479761132466424
716,0.18828370957058782
717,0.1908273767963298
718,0.12069780732377922
719,0.1837490245767219
720,0.12820326583906305
721,0.1836792029178066
722,0.19527430283234948
723,0.12969066530681184
724,0.16292238158917252
725,0.17433935244804347
726,0.15256573976352442
727,0.22632820061659664
728,0.21435741929537863
729,0.1448282865040507
730,0.1515340996502462
731,0.14058371148915935
732,0.1613091610355696
733,0.1491392068876359
734,0.1955828095812386
735,0.13412373324970514
736,0.14671152806870136
737,0.17070547040325504
738,0.19894977708709205
739,0.17324099714796273
740,0.2024045394119417
741,0.1602292383665533
742,0.13171086732701387
743,0.12861028316681208
744,0.17634161716931449
745,0.14126521678244439
746,0.16428039402797098
747,0.13083015334586323
748,0.16776292633079834
749,0.1965718309591459
750,0.15025761529449355
751,0.1270951137210856
752,0.17169449178116236
753,0.17561894327590888
754,0.13267123564612648
755,0.15649730521388847
756,0.17858971679732674
757,0.2532042385727549
758,0.19435506725220753
759,0.1456521179774455
760,0.19258169080301366
761,0.1656262405716554
762,0.1751036185514032
763,0.11477733991313711
764,0.17048786494547488
765,0.1320681519637745
766,0.11245941862620955
767,0.1645848036404805
768,0.12643200519771508
769,0.16288435532231463
770,0.14168249039907363
771,0.2028505736708154
772,0.15247437900143193
773,0.1929482410643876
774,0.20093864318622015
775,0.16978669429409657
776,0.1066472586123241
777,0.18059913133536523
778,0.1266496106554952
779,0.13326452251058174
780,0.18345130530999634
781,0.178599973086207
782,0.13032197843812499
783,0.1979473570870418
784,0.12889816975449095
785,0.1779167755949096
786,0.21404176272972206
787,0.1460869052831722
788,0.14617868965509823
789,0.152267029832532
790,0.1526704812171848
791,0.13086863908370458
792,0.1523763278935555
793,0.1606429460400863
794,0.14922742531646568
795,0.11183479584068039
796,0.17576672707477373
797,0.1459292888052607
798,0.15752438871980354
799,0.1449689204861481
800,0.12143073750606502
801,0.16921138058972227
802,0.12581862936533295
803,0.1540280341849998
804,0.1385532173189272
805,0.14424624659274252
806,0.22507180522877082
807,0.16284541011348977
808,0.17919280047967875
809,0.13367153983833077
810,0.15392998307712336
811,0.19206848188635386
812,0.16627909280614575
813,0.1673487591862818
814,0.16061471659112517
815,0.18349962372688433
816,0.16919030095752854
817,0.1382447105700381
818,0.16051624187341515
819,0.1260845532400011
820,0.1310549086204108
821,0.1522567735436518
822,0.162922841060156
823,0.14128629641463805
824,0.1437027282804256
825,0.15069286207120372
826,0.1599310954899942
827,0.16140006232667856
828,0.1624276053035772
829,0.16310196078009478
830,0.12256042872721966
831,0.13969316482896202
832,0.19884816003611935
833,0.18200595752318516
834,0.16254715965348088
835,0.17142814429666065
836,0.19897800653605316
837,0.13698930584647914
838,0.15086115844782902
839,0.18603560994257554
840,0.12360901547516202
841,0.14482113668728322
842,0.14952468511220776
843,0.1384838551309954
844,0.19065136354850384
845,0.1554652414907767
846,0.1526140223192625
847,0.15693209251961515
848,0.10151618028189018
849,0.19078889105848848
850,0.16236803993354212
851,0.17001413243092336
852,0.16329806299584762
853,0.16988474540197304
854,0.15031718066452862
855,0.17009209457087293
856,0.21429788978649347
857,0.11695561788223413
858,0.1703297889965799
859,0.10882553658142113
860,0.14743420196210696
861,0.14927885020546647
862,0.15228810946472573
863,0.16728919381624674
864,0.11245941862620955
865,0.1788073222551069
866,0.17423316085913276
867,0.13310648242283668
868,0.1886208693782717
869,0.1476625231797508
870,0.136126988635243
871,0.1539895484471584
872,0.1726163743624336
873,0.16950595752318512
874,0.10228044638524987
875,0.19683874549808092
876,0.16478500299261295
877,0.14282912825489244
878,0.10860793112364099
879,0.13695796992540524
880,0.15185286268801554
881,0.13991077028674218
882,0.13769090010769103
883,0.154712222340564
884,0.1965718309591459
885,0.1466519626986663
886,0.1346118191895165
887,0.150952059738938
888,0.16513960476709436
889,0.1565568705839235
890,0.13841357400109663
891,0.17602596060365794
892,0.13487774306418465
893,0.1447230855794068
894,0.14274905030709698
895,0.16492464631044354
896,0.14617868965509823
897,0.1486726241898518
898,0.20131386512191177
899,0.12329335890950545
900,0.1624670817056854
901,0.1557742077106493
902,0.19417594753226874
903,0.15264225176822366
904,0.20621708170568542
905,0.22463444264421473
906,0.17850907179509798
907,0.19067959299746498
908,0.14350306012157646
909,0.15333715568365155
910,0.21275403142082236
911,0.18023469688183716
912,0.10141812917401372
913,0.15530762501286519
914,0.1508011694679604
915,0.18146958902763569
916,0.1813813705988059
917,0.14038450280129375
918,0.17618400069140303
919,0.16625086335718456
920,0.19699946844810515
921,0.1676679816950346
922,0.16523050605820336
923,0.1962844038424505
924,0.11544044843650765
925,0.16574583078270902
926,0.12110482465152823
927,0.1763518734581947
928,0.24297740738589077
929,0.14583123769738424
930,0.21516017113657973
931,0.16478500299261295
932,0.15627969975610834
933,0.14616843336621801
934,0.15654661429504332
935,0.16252876288356638
936,0.1934815030878243
937,0.1845701731878375
938,0.17251832325455715
939,0.17333235791005522
940,0.1640905585481685
941,0.15169528207125396
942,0.15616782641625546
943,0.15437548614271376
944,0.11481582565097848
945,0.180778251055304
946,0.21526946919760317
947,0.12523295178862867
948,0.18242280752998083
949,0.15978373530096293
950,0.16465561596366263
951,0.12434194565744784
952,0.15178304102910026
953,0.16651009688606877
954,0.15736733929632535
955,0.16888179420863947
956,0.12855071779677701
957,0.14190992853590043
958,0.16966713994419289
959,0.14993170243995677
960,0.188908332356117
961,0.15915911251543374
962,0.16303114845691266
963,0.14715745474412534
964,0.14181187742802395
965,0.12462940863529319
966,0.18629170113819704
967,0.1399389997357033
968,0.16203183492897522
969,0.21714192328009027
970,0.1609335154900444
971,0.17088405892991046
972,0.17378455132142956
973,0.17784596327172744
974,0.12945251141012137
975,0.1715682470854747
976,0.17146973650661476
977,0.15004000983671342
978,0.14810756677435769
979,0.13765241436984968
980,0.17862820253516812
981,0.18960277680056145
982,0.19349232643113778
983,0.1765278867060207
984,0.20357179742897072
985,0.14201922659692393
986,0.16433949992702257
987,0.1295294828858041
988,0.12228279842842098
989,0.11907433048129608
990,0.1540593701060737
991,0.17032668252446714
992,0.19713688837464002
993,0.13186848380492538
994,0.13608751223313478
995,0.16286281621913745
996,0.14504857482411002
997,0.17368650021355314
998,0.14336553261159182
999,0.2232409792173878
