boundary_after_previous_folio,boundary_before_folio,previous_section,current_section,adjacent_distance,conventional_section_boundary,window_3_distance,window_5_distance,window_7_distance,combined_change_point_score
f107v,f108r,recipes_stars,recipes_stars,1.0092108132151623,False,1.1429643070648596,1.3173357334066058,1.0033901199883926,1.1182252434187552
f108r,f108v,recipes_stars,recipes_stars,0.9031306259493019,False,1.0866995406632207,0.8337207301132874,0.7753827688123311,0.8997334163845353
f108v,f111r,recipes_stars,recipes_stars,1.0360460109761875,False,0.7018384039389939,0.3104089758326659,0.4511670595278941,0.6248651125689354
f111r,f111v,recipes_stars,recipes_stars,2.665630554690207,False,1.0450866427424,0.7601972703330508,0.5395041841852013,1.2526046629877148
f111v,f112r,recipes_stars,recipes_stars,3.051999343520553,False,1.5581913156172105,1.345740422932262,1.0107797104310854,1.7416776981252777
f112r,f112v,recipes_stars,recipes_stars,1.2240545413118171,False,0.9616417203000508,1.399691459622498,1.3561096671274735,1.23537434709046
f112v,f113r,recipes_stars,recipes_stars,2.490001898390366,False,1.8003423278598243,1.4976259650280914,1.234718407827234,1.755672149776379
f113r,f113v,recipes_stars,recipes_stars,1.562905923587009,False,0.7811548249621243,1.1815173542475164,2.3445282430350756,1.4675265864579314
f113v,f114r,recipes_stars,recipes_stars,1.6681141020454626,False,0.8534712147972401,0.752688229011015,2.312129788482918,1.3966008335841589
f114r,f114v,recipes_stars,recipes_stars,1.6198191346950863,False,1.0799003750344167,3.2698244664919884,2.728535545295885,2.1745198803793437
f114v,f115r,recipes_stars,recipes_stars,1.3083193686543664,False,1.1800067963399365,3.4169277894514862,3.2523453554825497,2.2893998274820846
f115r,f115v,recipes_stars,recipes_stars,1.366845461164688,False,5.639681019805822,4.308530721637778,4.111776825126624,3.856708506933728
f115v,f116r,recipes_stars,recipes_stars,4.636539565723544,False,5.853950452217161,5.7710277805637835,5.7463339901473445,5.5019629471629585
f116r,f116v,recipes_stars,unknown,16.090211529460362,True,7.88344025728546,7.961141003630975,8.010712325643638,9.986376279005109
f116v,fRos,unknown,unknown,16.58942959941877,False,6.14956643268078,4.409333384774266,3.5813071605511237,7.682409144356234
