source_section,herbal,astronomical_zodiac,biological_balneological,cosmological,pharmaceutical,recipes_stars,unknown
herbal,0.0,0.3635355723729017,2.2128555230208278,-0.06625044937476865,0.6059843187676659,1.438421665157838,0.7892109929723734
astronomical_zodiac,2.0773466264701614,0.0,4.926816478691114,0.9126857045786974,1.3154827422352735,3.068796073933468,1.6221792053021247
biological_balneological,2.3167407688295985,2.6786605522314044,0.0,1.577857752599769,2.39282444696825,0.9361142294876874,1.3303551960367237
cosmological,1.5153170535652656,-0.003022188850460239,3.029252816183609,0.0,1.1563106810944301,1.7261144909735702,0.5633857984688699
pharmaceutical,1.4705057470619387,0.4632305320419494,4.127574205470639,0.8289240607712607,0.0,2.689303559965653,1.402749019266686
recipes_stars,1.6323094531740274,1.1788104532733623,0.9386053390704188,0.2957443081741502,1.4029248469359583,0.0,0.3898863019334069
unknown,1.3283632019237377,0.5065001530240636,1.6984475706169935,0.14529355121242737,0.9805485710311768,1.0711753774040655,0.0
