token_count,type_token_ratio,mean_token_length,median_token_length,token_entropy,normalized_token_entropy,zipf_slope,prefix_entropy,core_entropy,suffix_entropy,H_suffix_given_core,H_core_given_prefix,MI_core_suffix,suffix_from_core_top1,suffix_from_core_top3,top_token_family_concentration,pcs_valid_count,line_initial_concentration_score,line_final_concentration_score,bigram_entropy,line_internal_shuffled_bigram_entropy,ordering_contribution,same_core_clustering_ratio,same_prefix_core_clustering_ratio,folio_id,section_label,folio_order_n
66,0.8333333333333334,5.181818181818182,5.0,5.650454725419066,0.9773574047296589,-0.29341956039179184,3.5585290033833257,4.621197114221366,2.2668881522378723,0.42508552671080024,1.53877007277409,1.8418026255270714,0.8518518518518519,0.9814814814814815,0.06060606060606061,54,0.0,0.0,5.832890014164737,5.825872470305087,-0.007017543859650033,0.985534676220089,0.7956240676280457,f28r,herbal,280
64,0.734375,4.703125,5.0,5.345714015923012,0.962395986213896,-0.4266175428851058,2.9787864812456397,4.284117785607543,2.0684086913915944,0.37835715462898983,1.9163781795699293,1.6900515367626057,0.8461538461538461,1.0,0.078125,52,0.0,0.0,5.744996077161019,5.7748142589792,0.029818181818180634,0.6854183590576766,0.5759007678676905,f28v,herbal,281
62,0.8709677419354839,4.82258064516129,5.0,5.671780584510632,0.9855588979590664,-0.24260923727304035,2.997159422407825,4.578808920190765,2.338325341632128,0.4609759804769988,2.135858566537653,1.8773493611551293,0.8235294117647058,1.0,0.04838709677419355,51,0.017432406926636723,0.0,5.727920454563195,5.725656303619801,-0.00226415094339405,1.1180124223602483,1.0963762528912873,f29r,herbal,290
88,0.8068181818181818,4.681818181818182,5.0,5.989158005168506,0.973886875148598,-0.32407369831365307,3.5795766339452944,4.657079817414367,2.3940091619698136,0.35484235090772154,1.9525657279928152,2.039166811062092,0.8805970149253731,1.0,0.056818181818181816,67,0.0,0.0,6.221611723969907,6.2468748818646445,0.0252631578947371,0.640400329384937,0.9941006652441323,f29v,herbal,291
96,0.84375,4.989583333333333,5.0,6.191478776650146,0.9765970446986965,-0.27226821996044903,3.2565052759612936,5.047846769977883,2.0744436160924615,0.25282935520265476,2.451723224841288,1.8216142608898056,0.9102564102564102,1.0,0.0625,78,0.010702744148230137,-2.220446049250313e-16,6.350943045804763,6.369738226527654,0.018795180722891658,0.9075477417399211,0.8232140041002995,f30r,herbal,300
63,0.8253968253968254,5.2063492063492065,5.0,5.4946390987925104,0.9638974132655695,-0.29114777244593,3.0375092382295965,4.606454205175414,2.3459794499765048,0.19607843137254902,2.0387127320445133,2.1499010186039555,0.9215686274509803,1.0,0.1111111111111111,51,0.013340041326134755,0.013340041326134977,5.700439718141095,5.69659356429494,-0.003846153846155609,0.7713300775639184,0.8379888268156424,f30v,herbal,301
98,0.7857142857142857,5.183673469387755,5.0,6.101805124661232,0.9736736818842764,-0.3498476472757338,3.386679695241202,4.852338298537197,2.333202145914205,0.45475870166928267,2.236242602738859,1.8784434442449218,0.8690476190476191,1.0,0.04081632653061224,84,0.0,0.0,6.333161760715648,6.354625175349794,0.021463414634145472,0.9090909090909091,0.7749018775856582,f31r,herbal,310
105,0.8952380952380953,4.961904761904762,5.0,6.490342898577286,0.9901983244785968,-0.20179446947633145,3.731857736507773,4.861825162362239,2.6801431384573147,0.6775310640862294,2.228737513574673,2.0026120743710853,0.7619047619047619,0.9642857142857143,0.02857142857142857,84,-2.220446049250313e-16,-2.220446049250313e-16,6.554588851677623,6.554588851677623,0.0,0.8414634146341465,0.8234277069375405,f31v,herbal,311
75,0.8266666666666667,4.72,4.0,5.76000189771282,0.9673852855111125,-0.29108196931846536,3.6288285444951858,4.435543689748169,2.3491005814859633,0.5638414997792565,1.4951777511332973,1.7852590817067073,0.7894736842105263,1.0,0.09333333333333334,57,4.440892098500626e-16,0.021967799647387265,5.771640636343323,5.804497779200465,0.03285714285714203,1.001916233232959,0.688868000537129,f32r,herbal,320
80,0.7125,4.5625,4.0,5.430875438448055,0.9310779776850886,-0.42382153573120185,3.445712950410045,4.016376691787813,2.2529316577057017,0.33580353336184066,1.2741394081545594,1.9171281243438612,0.8709677419354839,1.0,0.15,62,-2.220446049250313e-16,0.013340041326134977,6.108524456778164,6.079965232136722,-0.028559224641441894,1.2035139092240115,1.12059765208111,f32v,herbal,321
73,0.7945205479452054,4.835616438356165,5.0,5.708736675609288,0.9745229082097706,-0.34197103238907206,3.557616602380338,4.7491279525714525,2.125233594487139,0.243862009296318,1.7776501139493104,1.8813715851908215,0.9122807017543859,1.0,0.0684931506849315,57,0.0,0.0,6.014091089055431,6.038333513297856,0.024242424242425287,0.8605485027618955,0.9930615784908934,f33r,herbal,330
111,0.6576576576576577,3.963963963963964,4.0,5.8151075383840105,0.9394624165949207,-0.5038415575722879,3.9606202649651756,4.535025951700538,2.0744295775881296,0.33452605527483237,1.6608201643377196,1.7399035223132977,0.8732394366197183,1.0,0.09009009009009009,71,0.023385331327286485,0.045034467041567106,6.603856189774739,6.597697392270845,-0.006158797503894142,0.8844858331682192,0.8774204002268491,f33v,herbal,331
142,0.8098591549295775,4.598591549295775,5.0,6.700631362386255,0.9788388139519484,-0.31219124381509816,3.6008806727151166,5.462724850390184,1.882781233674519,0.2587430298092722,2.620328891994703,1.6240382038652463,0.91,0.99,0.04225352112676056,100,2.220446049250313e-16,2.220446049250313e-16,6.988684686772147,6.984905159213092,-0.0037795275590548627,1.0335462845614671,0.8917513004706465,f34r,herbal,340
115,0.8,5.043478260869565,5.0,6.358758151370148,0.97473714424773,-0.32833795207397304,3.6305105240221067,5.235640442779872,1.9549093177018444,0.2370769321891715,2.363948133080478,1.7178323855126745,0.9175257731958762,1.0,0.043478260869565216,97,-2.220446049250313e-16,-2.220446049250313e-16,6.7004397181411,6.696978179679562,-0.0034615384615372946,0.9294339204608398,0.9888246292994739,f34v,herbal,341
87,0.7586206896551724,5.0344827586206895,5.0,5.796223237153433,0.9589419754396556,-0.38342844212311616,3.8050330829079857,4.622449864961816,1.81246227271516,0.18146187299249084,1.6735901075013582,1.631000399722669,0.9333333333333333,1.0,0.09195402298850575,75,2.220446049250313e-16,0.058969999938198625,6.1699250014423175,6.166591668108984,-0.0033333333333338544,1.0089611682708266,1.0175975516449887,f35r,herbal,350
